qid,lang,coarse_category,finegrained_category,scenario,subject,emo_label,emo_answer,cause_label,cause_answer,model_response,score
166,zh,perspective_taking,strange_story,小安非常想吃巧克力蛋糕，所以她的好朋友小萨打算给她买一个。小萨把蛋糕放在一个透明的盒子里，可以看到里面的内容。盒子上写着香草蛋糕。小萨把蛋糕给小安时，愁眉苦脸地说他们的巧克力蛋糕卖完了。,小安,E,B,A,B,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""B""
}
```",0
167,zh,perspective_taking,strange_story,小安非常想吃巧克力蛋糕，所以她的好朋友小萨打算给她买一个。小萨把蛋糕放在一个透明的盒子里，可以看到里面的内容。盒子上写着香草蛋糕。小萨把蛋糕给小安时，愁眉苦脸地说他们的巧克力蛋糕卖完了。,小萨,A,C,A,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",0
168,zh,perspective_taking,strange_story,在我们镇上，每当有亲人离世时，人们都会微笑跳舞。今天，我亲爱的祖母去世了。,我,A,B,A,B,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""B""
}
```",0
169,zh,perspective_taking,strange_story,在我们的城市里，生锈的旧车被看作财富的象征。今天，我的父母在我生日上送了我一辆闪亮的新车。,我,A,C,B,A,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""A""
}
```",0
170,zh,perspective_taking,strange_story,安德烈在一个认为被雨淋湿是冒险而有趣的活动的地方长大。今天，尽管下着雨，她没有带伞就走去上班，结果浑身湿透，也没有衣服可换。,安德烈,A,A,A,A,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}
```",1
171,zh,perspective_taking,strange_story,格兰特的办公室经理喜欢给表现最好的员工发一张粉色的解雇通知单，因为他认为这是顶级职业道德的标志。今天，格兰特得到了一张粉色解雇通知单，他不知道该说些什么。,格兰特,A,C,B,C,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""C""
}
```",0
172,zh,perspective_taking,strange_story,安妮是一名顶级网球运动员。她享受输球，认为失败是最好的老师。经过数周的训练，她在大满贯决赛中输了。,安妮,A,B,A,C,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""C""
}
```",0
173,zh,perspective_taking,strange_story,在伊恩工作的地方，晋升意味着工作量增加、工资减少，两周的带薪假期也没了。今天他得知他得到了晋升。,伊恩,A,A,D,D,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""D""
}
```",1
174,zh,perspective_taking,strange_story,丽贝卡最喜欢的受人尊敬的戏剧评论家朱莉娅以其严厉的反馈和高标准而闻名。她只在喜欢的演出中睡着，否则会在演出时记很多笔记。上周她参加了丽贝卡的戏剧演出，并在中途睡着了。,丽贝卡,A,C,D,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",0
175,zh,perspective_taking,false_belief,小娜是一个十岁的孩子。有一天，因为她生病了，父母带她去看医生。检查后，医生把父母叫到一边，告诉他们小娜得了很难治愈的重病。然而，父母却告诉小娜她很好，可以像其他孩子一样长大并过上正常的生活。,小娜,F,C,A,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",0
176,zh,perspective_taking,false_belief,小娜是一个十岁的孩子。有一天，因为她生病了，父母带她去看医生。检查后，医生把父母叫到一边，告诉他们小娜得了很难治愈的重病。然而，父母却告诉小娜她很好，可以像其他孩子一样长大并过上正常的生活。,小娜的父母,D,C,A,A,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""A""
}
```",0
177,zh,perspective_taking,false_belief,我最好的朋友小岳很看重数学竞赛，过去两周他每天都在图书馆里努力学习。今天老师叫我去办公室看了结果，我发现小岳没有赢得比赛。老师告诉我我是唯一一个看到结果的人并需要保密。,小岳,D,E,E,D,"```json
{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""D""
}
```",0
178,zh,perspective_taking,false_belief,我最好的朋友小岳很看重数学竞赛，过去两周他每天都在图书馆里努力学习。今天老师叫我去办公室看了结果，我发现小岳没有赢得比赛。老师告诉我我是唯一一个看到结果的人并需要保密。,我,C,C,D,D,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""D""
}
```",1
179,zh,perspective_taking,false_belief,新冠疫情后，小本由于无法承受运营成本，他从零开始建立的公司宣布破产了。为了不给别人带来负担，他决定不把这件事告诉家人，独自解决。他在找新的工作时度过了很多个不眠之夜。,小本,E,D,F,F,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""F""
}
```",0
180,zh,perspective_taking,false_belief,新冠疫情后，小本由于无法承受运营成本，他从零开始建立的公司宣布破产了。为了不给别人带来负担，他决定不把这件事告诉家人，独自解决。他在找新的工作时度过了很多个不眠之夜。,小本的家人,F,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",0
181,zh,perspective_taking,false_belief,妈妈在出门买菜前让我洗衣服，我也答应了。但她走了以后我又懒得做。毫无察觉时，妈妈突然在楼下叫我，我下楼时意识到我有麻烦了。她问我我洗没洗衣服，我心虚地避开她的目光，嘴上却说做了。等妈妈做饭时，我立马冲上楼洗衣服。,我,C,C,B,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",1
182,zh,perspective_taking,false_belief,妈妈在出门买菜前让我洗衣服，我也答应了。但她走了以后我又懒得做。毫无察觉时，妈妈突然在楼下叫我，我下楼时意识到我有麻烦了。她问我我洗没洗衣服，我心虚地避开她的目光，嘴上却说做了。等妈妈做饭时，我立马冲上楼洗衣服。,母亲,F,C,E,E,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""E""
}
```",0
183,zh,perspective_taking,false_belief,父亲去世后，小珀得到了应得的遗产份额。小珀的哥哥以会替她保管为由拿走了这份遗产。然而，小珀并不知道，哥哥实际上是把这笔遗产用于自己的私利了。,小珀,B,C,D,A,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""A""
}
```",0
184,zh,perspective_taking,false_belief,父亲去世后，小珀得到了应得的遗产份额。小珀的哥哥以会替她保管为由拿走了这份遗产。然而，小珀并不知道，哥哥实际上是把这笔遗产用于自己的私利了。,小珀的哥哥,A,B,A,A,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""A""
}
```",0
185,zh,perspective_taking,false_belief,小妮与小汤在一起十年多了，她把小汤视作灵魂伴侣并打算和他结婚。然而，她并不知道的是，小汤已经出轨两年了，打算与她分手并与另一个女人在一起。他对此很确信，也认为自己对小妮完全没有感情了。,小妮,F,D,B,B,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""B""
}
```",0
186,zh,perspective_taking,false_belief,小妮与小汤在一起十年多了，她把小汤视作灵魂伴侣并打算和他结婚。然而，她并不知道的是，小汤已经出轨两年了，打算与她分手并与另一个女人在一起。他对此很确信，也认为自己对小妮完全没有感情了。,小汤,B,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",0
187,zh,perspective_taking,false_belief,小苏最近投入求职市场，并申请了很多工作。尽管遭受到无数次的拒绝，她仍坚持追求自己的目标并不断更新她的简历。今天，她终于收到了她最喜欢的公司寄过来的一封录用邮件。看到录用书，她哭了起来。此时，她的妈妈走进房间，看见小苏在哭，她马上冲向她，抱住了她。,小苏,C,C,B,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",1
188,zh,perspective_taking,false_belief,小苏最近投入求职市场，并申请了很多工作。尽管遭受到无数次的拒绝，她仍坚持追求自己的目标并不断更新她的简历。今天，她终于收到了她最喜欢的公司寄过来的一封录用邮件。看到录用书，她哭了起来。此时，她的妈妈走进房间，看见小苏在哭，她马上冲向她，抱住了她。,小苏的妈妈,F,E,F,C,"```json
{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""C""
}
```",0
189,zh,perspective_taking,false_belief,琳琳被诊断出患有一种疾病，导致她的腿几乎无法移动。她一直在寻找恢复腿部功能的方法，访问了不同的专家。昨天，她正在厨房餐具室和她的姐姐聊天，一边吃晚饭，突然接到了医院的电话。医院告诉她，专家可能找到了解决她困境的办法。琳琳听后马上把手机丢了，然后哭泣起来，双手捂住了脸。看到她这个样子，琳琳的姐姐立刻走到她身边，紧紧地抱住了她。,琳琳,B,B,A,A,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""A""
}
```",1
190,zh,perspective_taking,false_belief,琳琳被诊断出患有一种疾病，导致她的腿几乎无法移动。她一直在寻找恢复腿部功能的方法，访问了不同的专家。昨天，她正在厨房餐具室和她的姐姐聊天，一边吃晚饭，突然接到了医院的电话。医院告诉她，专家可能找到了解决她困境的办法。琳琳听后马上把手机丢了，然后哭泣起来，双手捂住了脸。看到她这个样子，琳琳的姐姐立刻走到她身边，紧紧地抱住了她。,琳琳的姐姐,B,D,D,E,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""E""
}
```",0
191,zh,perspective_taking,false_belief,在全班进行物理考试时，老师警告了大家不要作弊，并告知了同学们相关后果。老师去厕所时，整个班级突然开始讨论和对答案。当老师从洗手间回来时，他看到了一个有有序的安静的班级。,老师,B,B,C,C,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""C""
}
```",1
192,zh,perspective_taking,false_belief,乔云是韩裔美国人，不会说韩语。她最近来韩国交流。当乔云来到一家护肤品店时，一位店员称赞她的皮肤很有光泽，并向她推荐了一种可以保养皮肤的产品。在店员说话的时候，她一直微笑着点头，最后购买了推荐的产品。,乔云,D,B,D,D,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""D""
}
```",0
193,zh,perspective_taking,false_belief,乔云是韩裔美国人，不会说韩语。她最近来韩国交流。当乔云来到一家护肤品店时，一位店员称赞她的皮肤很有光泽，并向她推荐了一种可以保养皮肤的产品。在店员说话的时候，她一直微笑着点头，最后购买了推荐的产品。,店员,A,A,A,A,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}
```",1
194,zh,perspective_taking,false_belief,小莫和小钱结婚四年了。今天小莫去杂货店时，小钱的妹妹小艾前来访问小钱。小莫回来时，她从客厅的窗户看到小艾和小钱坐着笑着聊天。,小莫,C,E,A,A,"```json
{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""A""
}
```",0
195,zh,perspective_taking,false_belief,小莫和小钱结婚四年了。今天小莫去杂货店时，小钱的妹妹小艾前来访问小钱。小莫回来时，她从客厅的窗户看到小艾和小钱坐着笑着聊天。,小钱,C,C,A,A,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""A""
}
```",1
196,zh,perspective_taking,false_belief,迈克尔一直在努力完善一个新魔术。他每天都在练习，想用自己的表演给最好的朋友莉莉一个惊喜。然而，莉莉一直偷偷地参加他的练习。当迈克尔决定为莉莉表演这个魔术时，她对魔术的每个部分都了如指掌。,迈克尔,A,A,A,A,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}
```",1
197,zh,perspective_taking,false_belief,迈克尔一直在努力完善一个新魔术。他每天都在练习，想用自己的表演给最好的朋友莉莉一个惊喜。然而，莉莉一直偷偷地参加他的练习。当迈克尔决定为莉莉表演这个魔术时，她对魔术的每个部分都了如指掌。,莉莉,B,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",0
198,zh,perspective_taking,false_belief,我的妹妹珍妮特一直在等她的暗恋对象丹尼尔邀请她去参加舞会。昨天，她无意中听到了丹尼尔说自己对邀请她去舞会感到很紧张。然而，作为丹尼尔的好朋友，我知道他实际上打算邀请他的童年朋友丽莎，他知道丽莎会同意。,珍妮特,A,B,B,D,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""D""
}
```",0
199,zh,perspective_taking,false_belief,我的妹妹珍妮特一直在等她的暗恋对象丹尼尔邀请她去参加舞会。昨天，她无意中听到了丹尼尔说自己对邀请她去舞会感到很紧张。然而，作为丹尼尔的好朋友，我知道他实际上打算邀请他的童年朋友丽莎，他知道丽莎会同意。,丹尼尔,A,F,A,B,"```json
{
    ""answer_q1"": ""F"",
    ""answer_q2"": ""B""
}
```",0
200,zh,perspective_taking,false_belief,我的妹妹珍妮特一直在等她的暗恋对象丹尼尔邀请她去参加舞会。昨天，她无意中听到了丹尼尔说自己对邀请她去舞会感到很紧张。然而，作为丹尼尔的好朋友，我知道他实际上打算邀请他的童年朋友丽莎，他知道丽莎会同意。,我,A,F,D,B,"```json
{
    ""answer_q1"": ""F"",
    ""answer_q2"": ""B""
}
```",0
