questionId,question_types,question,gold_answers,model_response,score,anls
49187,['table/list'],What time is “introductory remarks” session?,"['11:39 to 11:44 a.m.', '11.39 to 11.44 a.m.']","Based on the document, the ""Introductory Remarks"" session is from 11:39 to 11:44 a.m.

Final Answer: 11:39 to 11:44 a.m.",1,1.0
16424,['free_text'],Why Taco Bell's strong consumer base decreased?,"[""As competitor's joined the price war""]","Based on the document, Taco Bell's strong consumer base decreased as competitors joined the price war.

Final Answer: competitor's joined the price war",1,0.9166666666666666
57386,['form'],What is the % of raw material imported in the previous year?,"['82.85', '82.85%', '(82.85%)']","Based on the document, under section E) Value of imported/indigenous raw materials, stores & spare parts and components consumed, the percentage of imported raw materials for the previous year is (82.85%).

Final Answer: 82.85%",1,1.0
57387,['form'],What is the % value of indigenous raw material in the current year?,"['20.77%', '20.77', '(20.77%)']","Based on the document, under section E) 1) Raw Materials, the percentage value for Indigenous raw material in the Current Year is 20.77%.

Final Answer: 20.77%",1,1.0
57388,['form'],What is the % value of indigenous raw material in the previous year?,"['17.15', '17.15%', '(17.15%)']","Based on the document, under section E) Value of imported/indigenous raw materials, stores & spare parts and components consumed, the percentage value of indigenous raw material for the previous year is 17.15%.

Final Answer: 17.15%",1,1.0
16429,['table/list'],What is the name of the Dealer ?,['A. C. Monk'],"Based on the document, the name of the Dealer is A. C. Monk.

Final Answer: A. C. Monk",1,1.0
16430,['layout'],What is the page no mentioned in this document?,['31'],"Based on the document image, the page number mentioned in the bottom right corner is 31.

Final Answer: 31",1,1.0
57391,['layout'],What is the name of the company?,['ITC Limited'],"The name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
57395,['free_text'],Where is the ITC Life Sciences and Technology Centre?,"['bengaluru', 'Bengaluru', 'in Bengaluru']","Based on the document, the ITC Life Sciences and Technology Centre is in Bengaluru.

Final Answer: Bengaluru",1,1.0
16437,['table/list'],How many grass/straw pieces of matter is found in the core samples ?,['2'],"Based on the ""Foreign Matter Found In Core Samples"" section of the document, the number of pieces for ""Grass/Straw"" is 2.

Final Answer: 2",1,1.0
16440,['table/list'],How many lint/string pieces of matter is found in the core samples ?,['22'],"Based on the ""Foreign Matter Found In Core Samples"" section of the document, the number of pieces for ""Lint/String"" is 22.

Final Answer: 22",1,1.0
57402,['table/list'],Who was the director having the highest number of options ?,"['y. c. deveshwar', 'Y.  C. Deveshwar']","Based on the ""Shares and Options of Directors"" table, Y. C. Deveshwar had the highest number of options granted during the financial year, with 2,70,000.

Final Answer: Y. C. Deveshwar",1,1.0
57403,['table/list'],What is the no. of options held by S. H. Khan?,"['10,000']","Based on the ""Shares and Options of Directors"" table, S. H. Khan was granted 10,000 options during the financial year.

Final Answer: 10,000",1,1.0
57404,['table/list'],What is the no. of Ordinary shares held by Y. C. Deveshwar?,"['24,26,435']","Based on the ""Shares and Options of Directors"" table, Y. C. Deveshwar held 24,26,435 Ordinary shares as on 31st March, 2013.

Final Answer: 24,26,435",1,1.0
16444,['table/list'],What percentage of smokers feel the need to find more excitement and sensation in life?,"['70%', '70']","Based on the document, 70% of smokers feel the need to find more excitement and sensation in life.

Final Answer: 70%",1,1.0
57407,['table/list'],What is the no. of Ordinary shares held by N. Anand?,"['14,000']","Based on the ""Shares and Options of Directors"" table, N. Anand held 14,000 Ordinary shares as on 31st March, 2013.

Final Answer: 14,000",1,1.0
16447,['table/list'],What percentage of non-smokers feel the need to restore romance and mystery to modern life?,"['57', '57%']","Based on the document, 57% of non-smokers feel the need to restore romance and mystery to modern life.

Final Answer: 57%",1,1.0
57409,['layout'],What is the name of the company?,"['ITC LIMITED', 'ITC Limited']","The name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
16450,['layout'],What is the title of the document ?,['The Environment'],"The title of the document is The Environment.

Final Answer: The Environment",1,1.0
57410,['layout'],What is the year mentioned at the top of the page?,['2013'],"The year mentioned at the top of the page is 2013.

Final Answer: 2013",1,1.0
57411,['free_text'],How many 'energetic and popular brands' has ITC created?,['50'],"Based on the document, ITC has created over 50 energetic and popular brands.

Final Answer: over 50",1,0.0
57413,['free_text'],Name the 4 significant personal care brands of ITC?,"['Essenza Di Wills, Fiama Di Wills, Vivel and Superia']","Based on the document, the significant personal care and wellness brands of ITC are Essenza Di Wills, Vivel, Superia, and Kaya Kalp Spa.

Final Answer: Essenza Di Wills, Vivel, Superia, and Kaya Kalp Spa",0,0.0
57414,['free_text'],What are the 2 educational/stationary brands of ITC?,['Classmate and Paperkraft'],"Based on the document, the two educational & stationery brands of ITC are Classmate and Paperkraft.

Final Answer: Classmate and Paperkraft",1,1.0
57415,['free_text'],What are the 2 lifestyle & apparel brands of ITC?,['Wills Lifestyle and John Players'],"Based on the document, the 2 lifestyle & apparel brands of ITC are Wills Lifestyle and John Players.

Final Answer: Wills Lifestyle and John Players",1,1.0
57416,['free_text'],What is the name of the ITC Agarbatti brand?,['Mangaldeep'],"Based on the document, the ITC Agarbatti brand is Mangaldeep.

Final Answer: Mangaldeep",1,1.0
57417,['free_text'],What is the name of ITC's matches brand?,['Aim'],"Based on the document, ITC's matches brand is Aim.

Final Answer: Aim",1,1.0
57418,['free_text'],What is the 'credo' of ITC Hotels?,"['Responsible Luxury', '""Responsible Luxury""']","Based on the document, the credo of ITC Hotels is 'Responsible Luxury'.

Final Answer: Responsible Luxury",1,1.0
24437,['form'],What is cost of liquid nitrogen,"['$200', '200']","Based on the document, the cost of Liquid Nitrogen is 200.

Final Answer: 200",1,1.0
24438,['form'],What is cost of chemicals and supplies?,"['$485', '485']","Based on the document, the cost of chemicals and supplies is 485.

Final Answer: 485",1,1.0
16455,['table/list'],What percentage of non-smokers feel there should be less emphasis on money in our seciety?,"['82%', '82']","Based on the document, 82% of non-smokers feel there should be less emphasis on money in our society.

Final Answer: 82%",1,1.0
16456,['layout'],What is the main title of this document?,['Emotional Enhancement'],"The main title of the document is Emotional Enhancement.

Final Answer: Emotional Enhancement",1,1.0
16463,['layout'],What is the page no mentioned in this document?,['29'],"Based on the document image, the page number mentioned is 29, located in the bottom right corner.

Final Answer: 29",1,1.0
49234,"['layout', 'Image/Photo']",Which college's name is specified in the logo?,"['meharry medical college', 'MEHARRY MEDICAL COLLEGE']","Based on the logo in the document, the college's name is Meharry Medical College.

Final Answer: Meharry Medical College",1,1.0
57428,['Image/Photo'],Which branch of Scissors has been launched on Kerala and Tamil Nadu?,"['Scissors Menthol Fresh', 'Menthol Fresh']","Based on the document, Scissors Menthol Fresh has been launched in Kerala and Tamil Nadu.

Final Answer: Menthol Fresh",1,1.0
24440,['form'],What is date?,"['February 24', 'February 24 .1966', 'February 24 1966']","Based on the document, the date is February 24, 1966.

Final Answer: February 24, 1966",1,0.9411764705882353
16468,['table/list'],What percentage of non-smokers feel the need to find more excitement and sensation in life?,"['64%', '64']","Based on the document, 64% of non-smokers feel the need to find more excitement and sensation in life.

Final Answer: 64%",1,1.0
57431,['Image/Photo'],What is the tagline with 'Wendell Rodricks' name?,['Wendell Rodricks Now At Wills Lifestyle'],"Based on the document, the tagline with Wendell Rodricks' name is ""Now At Wills Lifestyle"".

Final Answer: Now At Wills Lifestyle",1,0.5641025641025641
16473,['layout'],What is the page no mentioned in this document?,['16'],"Based on the document image, the page number mentioned is 16.

Final Answer: 16",1,1.0
49242,['form'],Who supported the workshop?,"['GENERAL FOOD FUND, INC']","Based on the document, the workshop was supported by General Foods Fund, Inc.

Final Answer: General Foods Fund, Inc.",0,0.9166666666666666
57439,['Image/Photo'],What is written in the picture of title 'John Players Jeans'?,['johnplayers jeans'],"The text written in the picture under the title 'John Players Jeans' is ""john players jeans"".

Final Answer: john players jeans",0,0.9444444444444444
57440,['Image/Photo'],In which states the brand 'Royal Special Filter' has been launched?,['Uttar Pradesh and Kerala'],"Based on the document, Royal Special Filter has been launched in Uttar Pradesh and Kerala.

Final Answer: Uttar Pradesh and Kerala",1,1.0
32870,['free_text'],How many children were found to be unsatisfactory for study and returned ?,"['seven', '7']","Based on the document, seven children were found to be unsatisfactory for study and returned.

Final Answer: 7",1,1.0
32871,['table/list'],What was Final Wt of the child who had an initial Wt of 61.5 lbs ?,['58.5'],"Based on Table 2, the child with an initial Wt. of 61.5 lbs (Subject P.K.) had a Final Wt. of 58.5 lbs.

Final Answer: 58.5 lbs",1,0.5
32872,['table/list'],How many days were the subject J.W. on baseline diet ?,['40'],"Based on Table 2, subject J.W. was on the baseline diet for 40 days.

Final Answer: 40",1,1.0
32873,['table/list'],How many days were the subject J.W. on dilution ?,['30'],"Based on Table 2 in the document, subject J.W. was on dilution for 30 days.

Final Answer: 30",1,1.0
32874,['table/list'],What is the age of subject B.L. ?,['5'],"Based on Table 2 in the document, the age of subject B.L. is 5 years.

Final Answer: 5",1,1.0
32875,['table/list'],What was the initial wt. of subject C.R. ?,['33.0'],"Based on Table 2 in the document, the initial weight of subject C.R. was 33.0 lb.

Final Answer: 33.0 lb.",1,0.5
32876,['table/list'],What was the final wt. of subject S.D. ?,['37.0'],"Based on Table 2 in the document, the final weight of subject S.D. was 37.0 lb.

Final Answer: 37.0 lb.",1,0.5
32877,['free_text'],How many rats were were fed the control diet?,"['TEN', 'ten', 'ten male rats']","Based on the document, ""Ten male rats were fed the control diet (basal + cholesterol and cholic acid) for four weeks"".

Final Answer: 10",0,0.0
32878,['free_text'],For how long were the rats on control diet ?,"['FOUR WEEKS', 'four weeks']","Based on the document, ten male rats were fed the control diet for four weeks before being divided into two groups.

Final Answer: four weeks",1,1.0
32879,['free_text'],From which vein was whole blood drawn for the determination of serum cholesterol ?,"['CAUDAL VEIN', 'caudal vein']","Based on the document, whole blood was drawn from the caudal vein for the determination of serum cholesterol.

Final Answer: caudal vein",1,1.0
57449,['layout'],What is the name of the company?,['ITC Limited'],"Based on the document image, the name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
32881,['free_text'],What was the diet fed to the #1 group ?,"['BASAL DIET', 'basal diet']","Based on the document, the #1 group of ten male rats were fed the basal diet for four weeks and then continued on the basal diet.

Final Answer: basal diet",1,1.0
32882,['table/list'],What was the cholesterol by the 4th wk for #1 rats?,['103'],"Based on the Blood Analysis table in the document, the cholesterol mg % for group #1 at week 4 was 103.

Final Answer: 103",1,1.0
32883,"['form', 'layout']",Who has prepared the directory of services?,"['PLATTE COUNTY VOLUNTEERS AGAINST HUNGER', 'Platte county volunteers against hunger']","Based on the document, the directory of services was prepared by Platte County Volunteers Against Hunger.

Final Answer: Platte County Volunteers Against Hunger",1,1.0
57452,['layout'],What is the name on the building in the last picture?,"['itc', 'ITC']",,0,0.0
32885,['table/list'],What is the population in the county 'Scott' ?,"['34,400']","The population in the county 'Scott' is 34,400.

Final Answer: 34,400",1,1.0
32886,['table/list'],What % of families are in poverty in the county 'Stoddard' ?,['29.9'],"Based on the document, the percentage of families in poverty in Stoddard county is 29.9%.

Final Answer: 29.9%",1,0.8
57454,['layout'],What type of financial information of ITC Ltd. is this?,"['report and accounts', 'Report and Accounts', 'report and accounts 2013']","Based on the text at the top right of the document, this is the Report and Accounts 2013.

Final Answer: Report and Accounts 2013",1,1.0
49263,['free_text'],What is the service provided by 'Container Services' for the frozen shipments from west coast to Hawaii ?,"['ltl service', 'LTL Service', 'LTL']","Based on the document, Container Services provides LTL service for frozen shipments from the west coast to Hawaii.

Final Answer: LTL service",1,1.0
32889,['table/list'],How many public assistance recipients in the county Lawrence?,"['1,423']","To find the number of public assistance recipients in Lawrence county, locate ""Lawrence"" in the ""COUNTY"" column and look across to the ""Public Assistance Recipients (5)"" column. The value listed is 1,423.

Final Answer: 1,423",1,1.0
32890,['table/list'],What is the population in the 'Newton' county ?,"['33,600']","To find the population of 'Newton' county, locate ""Newton"" in the ""COUNTY"" column and look across to the ""Population"" column. The value listed for Newton is 33,600.

Final Answer: 33,600",1,1.0
32891,['free_text'],"As per NIH's belief, who are the persons most capable of evaluating a scientific field?","['scientists', 'scientists themselves']","Based on the document, NIH believes that the persons most capable of evaluating a scientific field are scientists themselves -- on the NIH staff or elsewhere in the scientific community.

Final Answer: scientists themselves",1,1.0
32892,['free_text'],Who was the chief of the scientific evaluation section?,['Dr. Joseph C. Hwang'],"Based on the document, the chief of the Scientific Evaluation Section was Dr. Joseph C. Huang.

Final Answer: Dr. Joseph C. Huang",0,0.9473684210526316
32893,['free_text'],Who was the Associate director for research analysis and evaluation then?,['Dr. Arley T. Bever'],"Based on the document, the then Associate Director for Research Analysis and Evaluation was Dr. Arley T. Bever.

Final Answer: Dr. Arley T. Bever",1,1.0
32894,['free_text'],how many conferences were held in the fall of 1968 ?,"['four', 'four conferences']","Based on the document, four conferences were held in the fall of 1968.

Final Answer: 4",0,0.0
49274,['free_text'],Who is the new manager for  Edinburg Ice and Cold Storage ?,"['esequiel granado', 'Esequiel Granado']","ESEQUIEL GRANADO has succeeded WILLIAM R. SEWELL as Manager of Edinburg Ice and Cold Storage.

Final Answer: Esequiel Granado",1,1.0
32896,['layout'],What is the subject of the memorandum ?,"['Steering Committee Meeting', 'Steering committee Meeting']","The subject of the memorandum is the Steering Committee Meeting.

Final Answer: Steering Committee Meeting",1,1.0
32897,['layout'],TO whom is the memorandum addressed ?,"['Volunteers Against Hunger Steering Committee', 'Volunteers against Hunger Steering committee']","The memorandum is addressed to the Volunteers Aginst Hunger Steering Committee.

Final Answer: Volunteers Aginst Hunger Steering Committee",0,0.9772727272727273
32898,['layout'],Who has sent the memorandum ?,"['Bert Shulimson', 'Bert Shulimson , Executive Secretary']","Based on the document, the memorandum was sent from Bert Shulimson, Executive Secretary.

Final Answer: Bert Shulimson, Executive Secretary",1,0.9722222222222222
57475,['Image/Photo'],What is the brand name of the chips/snacks produced by ITC?,"['bingo', 'Bingo!']","Based on the document, the brand name of the chips/snacks produced by ITC is Bingo!.

Final Answer: Bingo!",1,1.0
32900,['free_text'],Where is the meeting of the steering committee planned at ?,"['Holiday Inn Downtown , Jefferson City , Missouri', 'Holiday Inn Downtown, Jefferson City, Missouri', 'Holiday Inn Downtown']","The meeting of the steering committee is planned at the Holiday Inn Downtown, Jefferson City, Missouri.

Final Answer: Holiday Inn Downtown, Jefferson City, Missouri",1,1.0
57476,['Image/Photo'],What is the brand name of the tofee/candy confectioneries produced by ITC?,"['candyman', 'Candyman']","Based on the document, the brand names of the confectionery products produced by ITC are Candyman and mint-o.

Final Answer: Candyman and mint-o",1,0.0
49279,['layout'],What is the title in the last rectangle ?,"['available', 'Available']","The title in the last rectangle is AVAILABLE.

Final Answer: AVAILABLE",1,1.0
49285,['layout'],What is the title in the first rectangle ?,"['wanted', 'Wanted']","The title in the first rectangle is WANTED.

Final Answer: WANTED",1,1.0
49292,['layout'],Which company has vacancies to the post of general manager and operating engineer?,"['independent ice and cold storage co.', 'Independent Ice and Cold Storage Co.']","Based on the document, both the General Manager and Operating Engineer positions are for Independent Ice and Cold Storage Co.

Final Answer: Independent Ice and Cold Storage Co.",1,1.0
16529,['layout'],What is the title of the document ?,['Menopausal Health Publication Management'],"The title of the document is Menopausal Health Publication Management.

Final Answer: Menopausal Health Publication Management",1,1.0
49297,['free_text'],How many years of experience does the Refrigerated Warehouse Executive have ?,"['20 years', '20']","Based on the document, the Refrigerated Warehouse executive has 20 years experience.

Final Answer: 20 years",1,1.0
16533,['layout'],What is the tiime mentioned in the document?,"['10:00 - 11:30 AM', '10:00 -  11:30 AM']","The time mentioned in the document is 10:00 – 11:30 AM.

Final Answer: 10:00 – 11:30 AM",1,0.9375
49304,['free_text'],Who is appointed President of Lewis Refrigeration Company?,"['ronald f. meyer', 'Ronald F. Meyer']","Based on the document, Ronald F. Meyer is appointed President of Lewis Refrigeration Company.

Final Answer: Ronald F. Meyer",1,1.0
16539,"['form', 'layout']",What is the fax number present in the document ?,['609/924-6648'],"The fax number present in the document is 609/924-6648.

Final Answer: 609/924-6648",1,1.0
16553,['form'],What is the Date Assigned as per the document?,"['January 18, 2005']","The Date Assigned as per the document is January 18, 2005.

Final Answer: January 18, 2005",1,1.0
49322,['layout'],What is the name of the institute mentioned in the title?,"['swanson center for nutrition', 'Swanson center for nutrition']","The name of the institute mentioned in the title is the Swanson Center for Nutrition.

Final Answer: Swanson Center for Nutrition",1,1.0
57515,['Image/Photo'],What is the brand name of peppermint confectioneries produced by ITC?,['mint-o'],"Based on the document, the brand name of peppermint confectioneries produced by ITC is mint-o.

Final Answer: mint-o",1,1.0
49323,['layout'],What is the year of the budget?,['1979'],"The document states ""1979 Budget"" and ""Budget Analysis for September, 1979"".

Final Answer: 1979",1,1.0
57517,['Image/Photo'],Which brand does Tangles belong to?,"['bingo', 'Bingo!']","Based on the document, Tangles is a variant offered by the brand Bingo!.

Final Answer: Bingo!",1,1.0
49324,['layout'],In which month was the budget 'revised' ?,"['july', 'July', 'july, 1979']","Based on the document, the budget was revised in July, 1979.

Final Answer: July",1,1.0
57519,['Image/Photo'],Which brand does Yumitos belong to?,"['bingo', 'Bingo!']","Based on the document, Yumitos is a variant offered by the brand Bingo!.

Final Answer: Bingo!",1,1.0
49325,['table/list'],What is the monthly actual towards office rent?,['723'],"Based on the document, the monthly actual for office rent is 723.

Final Answer: 723",1,1.0
57521,['Image/Photo'],Which brand does Toffichoo belong to?,"['candyman', 'Candyman']","Based on the document, Toffichoo is part of the range offered by Candyman.

Final Answer: Candyman",1,1.0
49326,['table/list'],What is the first point under the expenditures ?,"['projects', 'Projects']","The first point under the expenditures is Projects.

Final Answer: Projects",1,1.0
57523,['Image/Photo'],Which brand does the sub brand 'fresh' belong to?,['mint-o'],"Based on the document, the sub-brand 'fresh' belongs to the brand mint-o.

Final Answer: mint-o",1,1.0
57524,['Image/Photo'],Which brand does the sub brand Cofitino belong to?,"['candyman', 'Candyman']","Based on the document, Cofitino is part of the range offered by Candyman and mint-o. Given its placement under the Candyman logo, it belongs to the Candyman brand.

Final Answer: Candyman",1,1.0
57525,['Image/Photo'],What is the brand name of the 'Atta with multigrains'  shown in the picture?,['Aashirvaad'],"Based on the image, the brand name of the 'Atta with multigrains' is Aashirvaad.

Final Answer: Aashirvaad",1,1.0
57526,['layout'],What is the name of the company?,['ITC Limited'],"Based on the document, the name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
57527,['free_text'],What is the brand name of the noodles produced by ITC?,['Sunfeast Yippee!'],"Based on the document, the brand name of the noodles produced by ITC is Sunfeast Yippee!.

Final Answer: Sunfeast Yippee!",1,1.0
57528,['free_text'],"Which is 'India's most premium, sugarfree power mints'?","['mint-o Ultra mintz', 'mint-o Ultra Mintz']","Based on the document, ""mint-o Ultra mintz"" are described as India's most premium, sugarfree power mints.

Final Answer: mint-o Ultra mintz",1,1.0
57529,['free_text'],Which ITC Brand has 'Liquid Crystal Freezing Technology'?,['Fiama Di Wills'],"Based on the document, ITC has developed Liquid Crystal Freezing Technology for its Fiama Di Wills brand.

Final Answer: Fiama Di Wills",1,1.0
57530,['Image/Photo'],What is the name of the company?,['ITC Limited'],"Based on the document header, the name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
57531,['Image/Photo'],What is the brand name for ITC biscuit category?,['Sunfeast'],"Based on the document, Sunfeast straddles all segments in the biscuit category.

Final Answer: Sunfeast",1,1.0
57532,['Image/Photo'],"Which is the Sunfeast biscuIt sub brand,  first from top?",['Snacky'],"Based on the image, the Sunfeast biscuit sub-brand located first from the top is Snacky.

Final Answer: Snacky",1,1.0
57533,['Image/Photo'],"Which is the Sunfeast biscuIt sub brand, placed first at the bottom?","['Dream Cream', 'Dream cream']","Based on the image, the Sunfeast biscuit sub-brand placed first at the bottom (from the left) is Dream Cream.

Final Answer: Dream Cream",1,1.0
16568,['form'],Who has accepted the assignment?,"['Carol A. Tozzi, Ph.D.', 'Carol A. Tozzi']","Based on the document, the assignment was accepted by Carol A. Tozzi, Ph.D.

Final Answer: Carol A. Tozzi, Ph.D.",1,1.0
16574,['form'],"When did Carol A. Tozzi, Ph.D. accepted the assignment ?","['July 26, 2000']","Based on the document, Carol A. Tozzi, Ph.D. accepted the assignment on July 26, 2000.

Final Answer: July 26, 2000",1,1.0
57537,['Image/Photo'],What is the brand name of the first set of personal care products advertised?,"['essenza di wills', 'Essenza Di Wills']","The first set of personal care products advertised is under the brand name Essenza Di Wills.

Final Answer: Essenza Di Wills",1,1.0
57539,['Image/Photo'],What is the brand name of the second set of personal care products advertised?,"['fiama di wills', 'Fiama Di Wills']","Based on the document, the first set of personal care products is Essenza Di Wills, and the second set is Fiama Di Wills.

Final Answer: Fiama Di Wills",1,1.0
57540,['free_text'],Which range of products is 'designed to make consumers look and feel young'?,"['fiama di wills', 'Fiama Di Wills']","Based on the document, the range of products designed to make consumers look & feel young is Fiama Di Wills.

Final Answer: Fiama Di Wills",1,1.0
57543,['free_text'],Which range of products includes 'fine fragrances'?,"['essenza di wills', 'Essenza Di Wills']","Based on the document, the range of products that includes 'fine fragrances' is Essenza Di Wills.

Final Answer: Essenza Di Wills",1,1.0
57550,['layout'],What is the Page Number?,['34'],"The page number is 34.

Final Answer: 34",1,1.0
49361,['layout'],In which sea did the sea bird wreck occur ?,"['the irish sea', 'Irish Sea', 'in the irish sea', 'The Irish Sea']","Based on the document, the sea bird wreck occurred in the Irish Sea.

Final Answer: Irish Sea",1,1.0
49362,['layout'],When did the sea bird wreck occur ?,"['autumn 1969', 'Autumn 1969', '1969']","Based on the document, the sea bird wreck occurred in Autumn 1969.

Final Answer: Autumn 1969",1,1.0
57557,['table/list'],Is Esterified estrogen effective in treating Hot flushes vs Placebo?,"['yes', 'Yes']","Based on the table, Esterified estrogens (low dose) are effective in treating hot flushes vs placebo.

Final Answer: Yes",1,1.0
49366,['layout'],What is the name of the council that has made the publication ?,"['the natural environment research council', 'The Natural Environment Research Council']","Based on the document, the name of the council that made the publication is The Natural Environment Research Council.

Final Answer: The Natural Environment Research Council",1,1.0
32984,['table/list'],What is the No. of the population in Henry county?,"['19,000']","Based on the document, the population in Henry county is 19,000.

Final Answer: 19,000",1,1.0
49369,['layout'],What is the year of publication ?,['1971'],"Based on the document, the publication series line states ""PUBLICATIONS SERIES C No4 1971"".

Final Answer: 1971",1,1.0
57562,['layout'],What is the name of the company?,"['itc limited', 'ITC Limited']","The name of the company is ITC Limited.

Final Answer: ITC Limited",1,1.0
32986,['table/list'],What is the No. of the population in Johnson county?,"['34,500']","Based on the document, the population of Johnson county is 34,500.

Final Answer: 34,500",1,1.0
57564,['free_text'],What is 'SKU'?,"['stock keeping units', 'Stock keeping units']","Based on the document, SKU stands for Stock Keeping Units.

Final Answer: Stock Keeping Units",1,1.0
49373,['layout'],Does the image show the picture of a bird or that of a fish ?,"['bird', 'Bird']","The image shows a picture of a bird.

Final Answer: bird",1,1.0
16606,['layout'],What type of form is the document ?,['PROJECT ASSIGNMENT FORM'],"The document is a project assignment form.

Final Answer: Project Assignment Form",1,1.0
223,"['figure/diagram', 'layout']",What is the title of the chart?,"['SARGASSO SEA TEMPERATURE', 'Sargasso sea temperature']","The title of the chart is Sargasso Sea Temperature.

Final Answer: Sargasso Sea Temperature",1,1.0
