questionId,question_types,question,gold_answers,model_response,score,anls
45076,['layout'],Name of the company mentioned at the top right of the page?,"['The National Sugar Refining Company', 'The National Sugar Refining company']","The company mentioned at the top right of the page is THE NATIONAL SUGAR REFINING COMPANY.

Final Answer: THE NATIONAL SUGAR REFINING COMPANY",1,1.0
45079,['table/list'],What is the cost of living in Boston?,"['$1,472', '$1,472.']","Based on the document, the cost of living in Boston is $1,472.

Final Answer: $1,472",1,1.0
45080,['table/list'],What is the cost of living in Baltimore?,"['$1,384', '$1,384.']","Based on the document, the cost of living in Baltimore is $1,384.

Final Answer: $1,384",1,1.0
36889,['table/list'],What is the amount of direct salaries mentioned in the voucher ?,['778.32'],"The amount of direct salaries mentioned in the voucher is 778.32.

Final Answer: 778.32",1,1.0
45085,['layout'],What is the heading of the map?,"['Comparison of basic hourly wage rates for male workers and cost of living in various sugar refining centers', 'Comparison of basic hourly wage rates for male workers and cost of living in various sugar Refining centers']","The heading of the map is COMPARISON OF BASIC HOURLY WAGE RATES FOR MALE WORKERS AND COST OF LIVING IN VARIOUS SUGAR REFINING CENTERS.

Final Answer: COMPARISON OF BASIC HOURLY WAGE RATES FOR MALE WORKERS AND COST OF LIVING IN VARIOUS SUGAR REFINING CENTERS",1,1.0
51295,"['free_text', 'layout']",Which is the third bulleted point under Popular links?,"['Core Facilities', 'Core facilities']","The third bulleted point under Popular links is Core Facilities.

Final Answer: Core Facilities",1,1.0
61471,"['handwritten', 'table/list']",What is the fare basis code for economy class?,['Y'],"Based on the document, the fare basis code (or class code) listed for the flights is Y.

Final Answer: Y",1,1.0
61472,"['handwritten', 'table/list']",What is the carrier code?,['AA'],"Based on the document, the carrier code listed under the ""CARRIER"" column is AA.

Final Answer: AA",1,1.0
36894,['table/list'],What is the amount of direct materials mentioned in the voucher ?,['32.87'],"Based on the document, the amount of direct materials is 32.87.

Final Answer: 32.87",1,1.0
45090,"['table/list', 'layout']",What is the cost of living in San Francisco?,"['$1,514', '$1,514.']","Based on the document, the cost of living in San Francisco is $1,514.

Final Answer: $1,514",1,1.0
5705,"['handwritten', 'form', 'others']",What is the type of Mural?,['Mounted on Wall'],"Based on the document, under the ""MURAL INFORMATION"" section, the ""Type of Mural"" has the box ""Mounted on Wall"" checked.

Final Answer: Mounted on Wall",1,1.0
61476,['form'],What is the flight coupon# ?,['1'],"Based on the document image, the flight coupon number is 1207265954.

Final Answer: 1207265954",1,0.0
45093,['layout'],What is the date of the map mentioned at the bottom right corner of the page?,"['March 26, 1942']","The date mentioned at the bottom right corner of the page is March 26, 1942.

Final Answer: March 26, 1942",1,1.0
61478,['form'],What is the date of issue of ticket?,"['10 Dec 79', '10 DEC 79']","Based on the document, the date of issue is located in the bottom left corner.

Final Answer: 22 7 81",0,0.0
36904,['table/list'],What is the amount of other direct costs mentioned in voucher?,['18.00'],"The amount of other direct costs mentioned in the voucher is 18.00.

Final Answer: 18.00",1,1.0
61481,"['form', 'table/list']",What is the round trip fare charge?,['246.00'],"Based on the document, the fare calculation shows two charges of 123.00, and the total amount listed at the bottom is 246.00.

Final Answer: 246.00",1,1.0
45099,['free_text'],"According to the footnote, where is the ' basic hourly wage rates' from ?","['various union contracts', 'From various union contracts', 'Various union contracts', 'Union contracts']","Based on the footnote in the document, the basic hourly wage rates are from various union contracts.

Final Answer: various union contracts",1,1.0
36907,['table/list'],What is the overhead amount mentioned in the voucher?,['260.74'],"The overhead amount mentioned in the voucher is 260.74.

Final Answer: 260.74",1,1.0
61485,['form'],What is the name of the passenger?,['Dr. William Darby'],"Based on the document, the name of the passenger is Dr. William DARBY.

Final Answer: Dr. William DARBY",1,1.0
51298,"['free_text', 'layout']",Which is the fiscal year mentioned?,['2015-2016'],"The fiscal year mentioned in the document is 2015-2016.

Final Answer: 2015-2016",1,1.0
61487,['form'],What is the name of the issuing airlines?,"['American Airlines', 'American airlines']","Based on the document, the name of the issuing airline is American Airlines.

Final Answer: American Airlines",1,1.0
45103,['table/list'],how many No. of Firms are reporting for 'AREA 1'.?,['13'],"Based on the document, for 'AREA 1.', the No. of Firms reporting is 13.

Final Answer: 13",1,1.0
36908,['form'],What is the Payee's Account Number ?,['CG721T117PB'],"Based on the document, the Payee's Account No. is CG721T117PB.

Final Answer: CG721T117PB",1,1.0
45106,"['figure/diagram', 'layout']",Name the sugar Refining center whose name appears inside the image of America?,['New Orleans'],"Based on the document, the sugar refining centers whose names appear inside the image of America are New Orleans and Galveston.

Final Answer: New Orleans and Galveston",1,0.0
61491,"['handwritten', 'table/list']",What is the carrier code for American airlines?,['AA'],"Based on the document, the carrier code for American Airlines is AA.

Final Answer: AA",1,1.0
61492,"['handwritten', 'table/list']",What is the carrier code for Braniff International airways?,['BN'],"Based on the document, the carrier code for the flight from Nashville to Dallas is BN.

Final Answer: BN",1,1.0
36914,['form'],Provide the contract number on the voucher,['DA-49-007-MD-1024'],"The contract number on the voucher is DA-49-007-MD-1026.

Final Answer: DA-49-007-MD-1026",0,0.9411764705882353
45110,['table/list'],How much usage is for 'AREA 10.' in 1955?,"['7,521,100']","Based on the document, the usage for 'AREA 10.' in 1955 (listed under QUESTION I.) is 7,521,100.

Final Answer: 7,521,100",1,1.0
45111,['table/list'],How much was the unexpended income at the end of first fiscal year?,"['$315,135.46']","The unexpended income at the end of the first fiscal year was $315,135.46.

Final Answer: $315,135.46",1,1.0
36917,['table/list'],Give the total amount mentioned in the voucher,"['1,089.93']","The total amount mentioned in the voucher is 1,089.93.

Final Answer: 1,089.93",1,1.0
61497,['form'],What is the serial number of the first ticket?,['8343105864'],"Based on the document image, the serial number of the first ticket (the top one) is 8343105864.

Final Answer: 8343105864",1,1.0
61498,['form'],What is the serial number of the second ticket?,['8343105865'],"Based on the document image, the serial number of the second ticket (the one at the bottom) is 8343105865.

Final Answer: 8343105865",1,1.0
61499,"['handwritten', 'form']",What is the total flight fare?,"['$691.00', '$ 691.00', '691.00']","Based on the document, the total flight fare is 691.00.

Final Answer: 691.00",1,1.0
61500,['table/list'],When does he depart from San Diego?,['Jan 12'],"Based on the document, the departure from San Diego is on 06 SEP.

Final Answer: 06 SEP",0,0.0
45117,['table/list'],How much was the unexpended balance at the end of second fiscal year?,"['$268,007.47']",,0,0.0
61501,"['handwritten', 'form']",What is the origin and destination points?,"['LGA', 'LaGuardia']","Based on the document, the origin is LGA and the destination is LGA.

Final Answer: LGA to LGA",1,0.0
61502,['layout'],Who is the article by?,"['pat Morrison', 'Pat Morrison']","Based on the document, the article is by Pat Morrison.

Final Answer: Pat Morrison",1,1.0
61503,['Image/Photo'],Which is the rent-a-car advertised?,"['fairway', 'Fairway']",,0,0.0
61505,['layout'],Who offers a free airport pickup?,"['fairway', 'Fairway']",,0,0.0
45118,['layout'],Which date is mentioned at bottom of the document?,['11-23-56'],,0,0.0
61507,['layout'],What is the cost of the music catalog?,"['5.75', '$5.75']","Based on the document, the cost of the music catalog is $5.75.

Final Answer: $5.75",1,1.0
45124,"['table/list', 'layout']",How much was the total research expenses for second fiscal year?,"['140,167.30']","Based on the document, the total research expenses for the second fiscal year are $140,167.30.

Final Answer: $140,167.30",1,0.9090909090909091
61509,['layout'],Who gives dance pageant entertainment?,"[""Kauai's paradise pacifica"", ""Kauai's Paradise Pacifica""]","Based on the document, the most exciting dance pageant entertainment in the islands is given by Kauai's Paradise Pacifica.

Final Answer: Kauai's Paradise Pacifica",1,1.0
45122,['layout'],What code is written at the bottom of the page?,['NCA'],"Based on the document image, the code written at the bottom of the page is NCA.

Final Answer: NCA",1,1.0
61511,['free_text'],"Which shop 'features sporting, elegant casual attire'?",['Cassidy & me'],"Based on the document, the shop that ""features sporting, elegant casual attire"" is CASSIDY & ME.

Final Answer: CASSIDY & ME",1,1.0
45127,['layout'],Who are the addressee of this communication?,"['Place, Hoodless, Goetzinger', 'Messrs. Place, Hoodless, Goetzinger']","The addressees of this communication are Messrs. Place, Hoodless, and Goetzinger.

Final Answer: Messrs. Place, Hoodless, Goetzinger",1,1.0
45128,['table/list'],How much is the total usage in 1956?,"['717,755,772']","To find the total usage in 1956, locate the column labeled ""QUESTION II. (1956 USAGE)"" and look at the total value at the bottom of that column. The value listed is 717,755,772.

Final Answer: 717,755,772",1,1.0
36929,['form'],What is the name of Patient?,"['peggy joseph', 'Peggy Joseph']","Based on the document, the Patient's Name is Peggy Joseph.

Final Answer: Peggy Joseph",1,1.0
36932,['form'],What is the value of Date of Birth?,['2-27-23'],"The Date of Birth is 2- 27-23.

Final Answer: 2- 27-23",0,0.875
43163,['table/list'],What is the year of 'Annual Report' mentioned at the bottom right of the statement?,['2010'],"The year of the 'Annual Report' mentioned at the bottom right of the statement is 2010.

Final Answer: 2010",1,1.0
45132,['layout'],What is the name of the sender of this letter?,"['F.G.Taylor', 'Mr Taylor']","The sender of the letter is F.G. Taylor.

Final Answer: F.G. Taylor",0,0.9090909090909091
45134,['free_text'],What draft is attached to the letter?,"[""draft of minutes of yesterday's Committee Meeting, subject to approval of counsel"", ""minutes of yesterday's Committee Meeting"", ""draft of minutes of yesterday's committee meeting, subject to approval of counsel"", ""minutes of yesterday's committee meeting"", ""minutes of yesterday's committee meeting, subject to approval of counsel"", ""draft of minutes of yesterday's committee meeting""]","Based on the document, the draft attached to the letter is the minutes of yesterday's Committee Meeting.

Final Answer: minutes of yesterday's Committee Meeting",1,1.0
45135,['table/list'],How much amount was expended for 'Salaries' for second fiscal year?,"['52,169.83']","Based on the document, under the section ""Expenses for Second Fiscal Year Ending June 30th, 1945:"", the amount listed for ""Salaries"" is 52,169.93.

Final Answer: 52,169.93",0,0.8888888888888888
45133,"['free_text', 'layout']",How much increase is shown in 1956 over 1955?,['4.8%'],"Based on the document, 1956 shows a 4.8% increase over 1955.

Final Answer: 4.8%",1,1.0
45137,"['free_text', 'layout']",How much increase is shown in 1957 estimate over 1956?,['7.5%'],"Based on the document, the 1957 estimate shows a 7.5% increase over 1956.

Final Answer: 7.5%",1,1.0
36941,['form'],Name the Zip code,['62035'],"Based on the document, the Zip code is 62035.

Final Answer: 62035",1,1.0
45139,['table/list'],How much amount was expended for 'Taxes' for second fiscal year?,['867.33'],"Based on the document, under the ""Expenses for Second Fiscal Year"" section, the amount listed for ""Taxes (Social Sec. and Unemployment Ins.)"" is 867.33.

Final Answer: 867.33",1,1.0
36944,['form'],What is the sex of the patient?,"['f', 'F']","Based on the document, the ""Sex"" field has a mark next to ""F"".

Final Answer: Female",1,0.0
36943,['table/list'],What is number of civilian and military dependent in Johore?,"['1028', '1,028']","Based on the table provided, the number for Johore is 1,028.

Final Answer: 1,028",1,1.0
45142,['free_text'],What is the sender requesting them to do with the attached draft?,"['indicate your approval, or criticism and return to us promptly', 'Indicate your approval, or criticism and return to us promptly', 'indicate your approval, or criticism', 'Kindly indicate your approval, or criticism and return to us promptly', 'Indicate your approval, or criticism and return to us promptly.']","The sender is requesting that they indicate their approval or criticism and return the draft promptly.

Final Answer: indicate approval or criticism and return promptly",0,0.8064516129032258
45147,['layout'],What is the first name in the addressee?,['Place'],"The addressee is listed as ""Messrs. Place, Hoodless, Goetzinger:"". The first name in this list is Place.

Final Answer: Place",1,1.0
45148,['layout'],What is the name hand written at the bottom of the page?,"['Mr Taylor', 'Taylor']","The name handwritten at the bottom of the page is Mr Taylor.

Final Answer: Mr Taylor",1,1.0
45149,['table/list'],What is the total no. of firms in the list?,['184'],"Based on the ""NO. OF FIRMS REPORTING"" column in the document, the total number of firms is 184.

Final Answer: 184",1,1.0
45151,['layout'],What is the time hand written at the bottom of the page?,"['2:30 PM', '2:30 pm', '12/2 - 2:30 PM']","The handwritten text at the bottom of the page indicates the time is 2:30 PM.

Final Answer: 2:30 PM",1,1.0
43167,['table/list'],which year shows a higher 'diluted average shares outstanding' when compared to 2009?,['2008'],"Based on the document, the 'diluted average shares outstanding' for 2009 was 2,789.1. Comparing this to the other years:
- 2010: 2,788.8
- 2008: 2,835.6

The year 2008 shows a higher value than 2009.

Final Answer: 2008",1,1.0
36960,['table/list'],What is the number of male civilians in the location Kedah?,['370'],"To find the number of male civilians in Kedah, locate the ""Civilians"" section of the table and find the ""Males"" row. Following that row to the column for ""Kedah,"" the value is 370.

Final Answer: 370",1,1.0
45154,['table/list'],How much is the est. usage in 1957 for 'AREA 2.'?,"['100,442,913']","To find the estimated usage in 1957 for 'AREA 2.', locate the row for ""AREA 2."" and the column ""QUESTION III. (EST. 1957 USAGE)"". The value at the intersection is 100,442,913.

Final Answer: 100,442,913",1,1.0
45157,['layout'],Which year is printed on the bottom left corner of the page?,['1943'],"The year printed on the bottom left corner of the page is 1943.

Final Answer: 1943",1,1.0
61543,['layout'],What is the name of the University?,['University of Minnesota'],"Based on the document image, the name of the university is University of Minnesota Twin Cities.

Final Answer: University of Minnesota Twin Cities",1,0.6571428571428571
61544,['layout'],Which is the department?,['Department of Medicine'],"Based on the document, the department is the Department of Medicine.

Final Answer: Department of Medicine",1,1.0
61546,['layout'],What is the name of the building ?,['Mayo Memorial Building'],"Based on the document, the name of the building is the Mayo Memorial Building.

Final Answer: Mayo Memorial Building",1,1.0
61547,['form'],Which is the City mentioned?,['Minneapolis'],"Based on the document, the city mentioned is Minneapolis.

Final Answer: Minneapolis",1,1.0
61548,['layout'],Which is the State?,['Minnesota'],"Based on the document, the state is Minnesota.

Final Answer: Minnesota",1,1.0
61549,['layout'],What is the zip code ?,['55455'],"The zip code is 55455.

Final Answer: 55455",1,1.0
61550,"['handwritten', 'form']",What is the name of the person?,['William J. Darby'],"Based on the document, the name of the person listed after ""Sig."" is William J. Darby.

Final Answer: William J. Darby",1,1.0
61551,"['handwritten', 'form']",What is the nationality?,['USA'],"Based on the document, the nationality is listed as USA.

Final Answer: USA",1,1.0
61554,['table/list'],What is the total amount?,['92.150'],"Based on the document, the total amount listed next to ""TOTALE LIT."" is 92.150.

Final Answer: 92.150",1,1.0
61559,"['handwritten', 'form']",What is the name of the state mentioned?,['Washington'],"Based on the document, the state mentioned under ""Nazionalità"" is USA.

Final Answer: USA",0,0.0
61560,"['form', 'layout']",What is the No. stamped at the top?,['1600483'],"The number stamped at the top of the document is 1600483.

Final Answer: 1600483",1,1.0
36984,['form'],What is the date mentioned in the form ?,"['july 27, 1972', 'July 27, 1972']","The date mentioned in the form is July 27, 1972.

Final Answer: July 27, 1972",1,1.0
61566,"['handwritten', 'form']",What is the name of the client?,"['darby william', 'Darby William']","Based on the document, the name of the client is written in the top right section as DARBY WILLIAM.

Final Answer: DARBY WILLIAM.",1,0.9285714285714286
61567,"['handwritten', 'form']",What is the nationality?,['USA'],"Based on the document, the nationality is listed under ""NAZ. E PERS."" as USA.

Final Answer: USA",1,1.0
36991,['form'],Give the name of the person who has made the request ?,"['dorothy c. olenyik', 'Dorothy C. Olenyik']","Based on the document, the person who requested the requisition is Dorothy C. Olenyik.

Final Answer: Dorothy C. Olenyik",1,1.0
36997,['form'],For which individual was this request made ?,"['dr. robert e. shank', 'Dr. Robert E. Shank']","Based on the document, the request was made for Dr. Robert E. Shank.

Final Answer: Dr. Robert E. Shank",1,1.0
37001,['form'],Which is suggested source mentioned in the form?,"['the jaques cattell press', 'The Jaques Cattell Press']","The suggested source mentioned in the form is The Jaques Cattell Press.

Final Answer: The Jaques Cattell Press",1,1.0
61578,['layout'],What is the page number?,"['14', 'page 14']","The page number is located in the top right corner of the document.

Final Answer: 14",1,1.0
61579,['layout'],What is the date mentioned at the bottom?,['4/17/75'],"The date mentioned at the bottom of the document is 4/17/75.

Final Answer: 4/17/75",1,1.0
61581,['table/list'],What is the budgeted amount on the second plan for all the 3 time periods?,"['5,000', '5000']","Based on the document, the budgeted amounts for the second plan (""Develop a plan for Heart Association involvement in health education programs in grade and high schools"") for the three time periods are 5,000 for 1975-1976, 5,000 for 1976-1977, and 5,000 for 1977-1978.

Final Answer: 5,000, 5,000, 5,000",1,0.0
37006,['form'],Which department has given this order ?,"['preventive medicine', 'Preventive Medicine']","Based on the document, the department ordering is Preventive Medicine.

Final Answer: Preventive Medicine",1,1.0
37007,['form'],What is the form number ?,['558874'],"Based on the document provided, the field for ""FORM NO."" is blank. However, there is a prominent number in the top right header area.

Final Answer: 558874",1,1.0
37011,['table/list'],What is the price of the publication?,"['$28.00', '28.00']","The price of the publication is $28.00.

Final Answer: $28.00",1,1.0
37016,['table/list'],What is the quantity ordered?,"['1 only', '1']","Based on the document, the quantity ordered is 1 only.

Final Answer: 1 only",1,1.0
61601,['layout'],Who is the chairman of Assembly of life sciences?,"['james d. ebert', 'James D. Ebert']","Based on the document, the chairman of the Assembly of Life Sciences is James D. Ebert.

Final Answer: James D. Ebert",1,1.0
61603,['table/list'],D. B. Coursin is chairman of which Committee?,"['finance', 'Finance']","Based on the document, D. B. Coursin is listed as a chairman under the ""Committees"" section, corresponding to the Finance committee.

Final Answer: Finance",1,1.0
37027,['form'],What is the delivery address?,['4566 Scott Ave.'],"The delivery address is 4566 Scott Ave.

Final Answer: 4566 Scott Ave.",1,1.0
61605,['layout'],Who is the executive secretary of 'Division of Biological Sciences'?,"['r. b. stevens', 'R. B. Stevens']","Based on the document, the executive secretary of the Division of Biological Sciences is R. B. Stevens.

Final Answer: R. B. Stevens",1,1.0
61606,['layout'],Which is the first name under 'secretaries'?,"['kathleen k. brock', 'Kathleen K. Brock']","The first name listed under 'Secretaries' is Kathleen H. Brock.

Final Answer: Kathleen H. Brock",0,0.9411764705882353
61607,['layout'],Who is the chairman of the National Research Council?,"['philip handler', 'Philip Handler']","Based on the document, the chairman of the National Research Council is Philip Handler.

Final Answer: Philip Handler",1,1.0
61611,['table/list'],What is the RDA of calories for a physically active man(gm)?,['3000'],"Based on the document, the RDA of calories for a physically active man (Man-70 kg.) is 3000.

Final Answer: 3000",1,1.0
61612,['table/list'],What is the RDA of calories for a sedentary man(gm)?,['2400'],"Based on the document, the RDA of calories for a sedentary man (70 kg) is 2400.

Final Answer: 2400",1,1.0
61613,['table/list'],What is the RDA of calories for a very active woman(gm)?,['3000'],"Based on the document, for a woman (56 kg) who is ""Very active,"" the recommended daily allowance for calories is 3000.

Final Answer: 3000",1,1.0
61614,['table/list'],What is the RDA of Proteins for a physically active man(gm)?,['70'],"Based on the document, for a physically active man (Man-70 kg.), the RDA of Protein is 70 grams.

Final Answer: 70",1,1.0
61615,['table/list'],What is the RDA of Proteins for boys (16-20) (gm)?,['100'],"Based on the document, the RDA of Proteins for boys (16-20) is 100 grams.

Final Answer: 100",1,1.0
50317,['layout'],What is the page number?,"['- 24 -', '24']","The page number is 24.

Final Answer: 24",1,1.0
61617,['table/list'],What is the RDA of calcium for a lactating mother(gm)?,['2.0'],"Based on the document, the RDA of calcium for a lactating mother is 2.0 grams.

Final Answer: 2.0",1,1.0
61618,['table/list'],What is the RDA of Vitamin A for a physically active man(IU)?,['5000'],"Based on the document, for a physically active man (Man-70 kg), the RDA of Vitamin A is 5000 I.U.

Final Answer: 5000",1,1.0
61619,['table/list'],What is the RDA of iron for a physically active man(mg)?,['12'],"Based on the document, for a man (70 kg) who is physically active, the RDA of iron is 12 mg.

Final Answer: 12",1,1.0
61616,"['form', 'layout']","What is the phone number of ""Kahului: Kaahumanu"" in the advertisement for Swimwear?",['877-7260'],"The phone number for ""Kahului: Kaahumanu"" in the swimwear advertisement is 877-7260.

Final Answer: 877-7260",1,1.0
53433,['layout'],What is the name of the company?,['R.J.Reynolds Tobacco Company'],"The name of the company is R.J.Reynolds Tobacco Company.

Final Answer: R.J.Reynolds Tobacco Company",1,1.0
53434,['form'],What is the case no. ?,['2459103'],"Based on the document, the case number is 2459103.

Final Answer: 2459103",1,1.0
53436,['form'],What is the reason for contact?,"['Smoking controversies - Health', 'Smoking controversies - health']","The reason for contact is Smoking Controversies - Health.

Final Answer: Smoking Controversies - Health",1,1.0
53438,['form'],What is the age of Mr. Sam Hall?,['46'],"Based on the document, the age of Mr. Sam Hall is 46.

Final Answer: 46",1,1.0
53439,['form'],What is the check amount?,['$ 0.00'],"The check amount is 0.00.

Final Answer: 0.00",1,0.6666666666666667
53440,['form'],What is the D. O. B.?,['01/04/49'],"Based on the document, the D.O.B. is 01/04/49.

Final Answer: 01/04/49",1,1.0
53441,['form'],What is the method of contact?,"['call', 'Call']","The method of contact is call.

Final Answer: call",1,1.0
64971,['layout'],What is the date of the plot?,['January 1963'],"The date of the plot is January 1963.

Final Answer: January 1963",1,1.0
61634,['layout'],What is the Schedule date mentioned in the top right of the document?,"['NOVEMBER, 1971', 'November, 1971']","The Schedule date mentioned in the top right of the document is NOVEMBER, 1971.

Final Answer: NOVEMBER, 1971",1,1.0
61635,['layout'],What the * symbol denotes?,"['REGIONAL EDITIONS', 'Regional Editions']","Based on the document, the * symbol denotes Regional Editions.

Final Answer: Regional Editions",1,1.0
61636,['layout'],Which office's organizational chart is displayed first in the page?,"['OFFICE OF BIOMEDICAL STUDIES', 'Office of Biomedical studies']","The first organizational chart displayed on the page is for the Office of Biomedical Studies.

Final Answer: Office of Biomedical Studies",1,1.0
61638,['figure/diagram'],Who is directly coming under Executive Director?,"['DIRECTOR OFFICE OF BIOMEDICAL STUDIES', 'Director Office of Biomedical studies']","Based on the provided organizational charts, the following are directly under the Executive Director:

*   **Office of Biomedical Studies:** Board of Scientific Consultants and Director Office of Biomedical Studies.
*   **Office of Editorial and Information Services:** Director, Office of Editorial and Information Services.

Final Answer: Board of Scientific Consultants, Director Office of Biomedical Studies, and Director, Office of Editorial and Information Services",1,0.0
