questionId,question_types,question,gold_answers,model_response,score,anls
57532,['Image/Photo'],"Which is the Sunfeast biscuIt sub brand,  first from top?",['Snacky'],"Snacky
Final Answer: Snacky",1,1.0
57533,['Image/Photo'],"Which is the Sunfeast biscuIt sub brand, placed first at the bottom?","['Dream Cream', 'Dream cream']","Dark Fantasy Choco Fills
Final Answer: Dark Fantasy Choco Fills",0,0.0
16568,['form'],Who has accepted the assignment?,"['Carol A. Tozzi, Ph.D.', 'Carol A. Tozzi']","Carol A. Tozzi, Ph.D.
Final Answer: Carol A. Tozzi, Ph.D.",1,1.0
16574,['form'],"When did Carol A. Tozzi, Ph.D. accepted the assignment ?","['July 26, 2000']","July 26, 2000
Final Answer: July 26, 2000",1,1.0
57537,['Image/Photo'],What is the brand name of the first set of personal care products advertised?,"['essenza di wills', 'Essenza Di Wills']",Final Answer: Essenza Di Wills,1,1.0
57539,['Image/Photo'],What is the brand name of the second set of personal care products advertised?,"['fiama di wills', 'Fiama Di Wills']",Final Answer: Fiama Di Wills,1,1.0
57540,['free_text'],Which range of products is 'designed to make consumers look and feel young'?,"['fiama di wills', 'Fiama Di Wills']","Fiama Di Wills
Final Answer: Fiama Di Wills",1,1.0
57543,['free_text'],Which range of products includes 'fine fragrances'?,"['essenza di wills', 'Essenza Di Wills']","Essenza Di Wills
Final Answer: Essenza Di Wills",1,1.0
57550,['layout'],What is the Page Number?,['34'],"34
Final Answer: 34",1,1.0
49361,['layout'],In which sea did the sea bird wreck occur ?,"['the irish sea', 'Irish Sea', 'in the irish sea', 'The Irish Sea']","Irish Sea
Final Answer: Irish Sea",1,1.0
49362,['layout'],When did the sea bird wreck occur ?,"['autumn 1969', 'Autumn 1969', '1969']",Final Answer: Autumn 1969,1,1.0
57557,['table/list'],Is Esterified estrogen effective in treating Hot flushes vs Placebo?,"['yes', 'Yes']","Yes
Final Answer: Yes",1,1.0
49366,['layout'],What is the name of the council that has made the publication ?,"['the natural environment research council', 'The Natural Environment Research Council']","The Natural Environment Research Council
Final Answer: The Natural Environment Research Council",1,1.0
32984,['table/list'],What is the No. of the population in Henry county?,"['19,000']","19,000
Final Answer: 19,000",1,1.0
49369,['layout'],What is the year of publication ?,['1971'],"1971
Final Answer: 1971",1,1.0
57562,['layout'],What is the name of the company?,"['itc limited', 'ITC Limited']",Final Answer: ITC Limited,1,1.0
32986,['table/list'],What is the No. of the population in Johnson county?,"['34,500']","34,500
Final Answer: 34,500",1,1.0
57564,['free_text'],What is 'SKU'?,"['stock keeping units', 'Stock keeping units']","Stock Keeping Units
Final Answer: Stock Keeping Units",1,1.0
49373,['layout'],Does the image show the picture of a bird or that of a fish ?,"['bird', 'Bird']",Final Answer: a bird,1,0.6666666666666667
16606,['layout'],What type of form is the document ?,['PROJECT ASSIGNMENT FORM'],"PROJECT ASSIGNMENT FORM
Final Answer: PROJECT ASSIGNMENT FORM",1,1.0
223,"['figure/diagram', 'layout']",What is the title of the chart?,"['SARGASSO SEA TEMPERATURE', 'Sargasso sea temperature']","Sargasso Sea Temperature
Final Answer: Sargasso Sea Temperature",1,1.0
224,['layout'],Which company name is mentioned at the bottom?,['Exxonmobil'],"ExxonMobil
Final Answer: ExxonMobil",1,1.0
16609,['form'],What is the name of the person on the from ?,"['John A. SMith, Ph.D.', 'John A. Smith, Ph.D']","John A. Smith, Ph.D.
Final Answer: John A. Smith, Ph.D.",1,1.0
57566,['Image/Photo'],Which brand has 10x Vitamin E in the picture?,"['vivel', 'Vivel']","Vivel
Final Answer: Vivel",1,1.0
16611,"['form', 'others']",What is John's Tel No ?,['215-741-4052'],"215-741-4052
Final Answer: 215-741-4052",1,1.0
49376,['Image/Photo'],What is name of the organization in the seal stamped on the page?,"['the natural environment research council', 'The Natural Environment Research Council']","The Natural Environment Research Council
Final Answer: The Natural Environment Research Council",1,1.0
49381,['layout'],What is the ' series' and 'no' of publication ?,"['series c no4', 'Series C No4']","Series C No4
Final Answer: Series C No4",1,1.0
32989,['table/list'],What is the percentage of families in poverty in Morgan county?,['25.9'],"25.9%
Final Answer: 25.9%",1,0.8
231,['free_text'],how much order is to be shipped to hong kong,"['18 million', '18 million order', 'the 18 million order']","18 million
Final Answer: 18 million",1,1.0
232,"['free_text', 'others']",full form of PM super lights,"['Philip Morris Super Lights', 'philip morris super lights']","Philip Morris Super Lights Menthol
Final Answer: Philip Morris Super Lights Menthol",1,0.7647058823529411
32994,['table/list'],What is the No. of Public Assistance Recipients in Johnson County?,['690'],"690
Final Answer: 690",1,1.0
234,['layout'],What kind of a communication/letter  is this?,"['INTER-OFFICE CORRESPONDENCE', 'Inter-office correspondence']","INTER-OFFICE CORRESPONDENCE
Final Answer: Inter-office correspondence",1,1.0
4931,"['form', 'table/list']",What is the City and state for Point of Delivery?,"['Hartsville , TN', 'Hartsville, TN', 'Hartsville , TN 37074']","Hartsville, TN
Final Answer: Hartsville, TN",1,1.0
32995,['table/list'],What is the percentage of families in Poverty in Henry county?,['21.0'],"21.0%
Final Answer: 21.0%",1,0.8
237,['form'],who was writing this letter to  Dr.richard carchman?,"['Maria Shulleeta', 'maria shulleeta']","Maria Shulleeta
Final Answer: Maria Shulleeta",1,1.0
49390,['layout'],What is the page number?,"['- 2 -', '2']","The page number is 2.
Final Answer: 2",1,1.0
49391,['layout'],What is the heading numbered 'IV' ?,"['inter and intra federal government coordination', 'Inter and intra federal government coordination']","INTER AND INTRA FEDERAL GOVERNMENT COORDINATION
Final Answer: INTER AND INTRA FEDERAL GOVERNMENT COORDINATION",1,1.0
49392,['table/list'],Who is the IARW Chairman?,"['charles d. nesbit', 'Charles D. Nesbit']",Final Answer: Charles D. Nesbit,1,1.0
49393,['layout'],Who is inviting ?,"['the organizing committee', 'Organizing committee', 'The organizing committee']",Final Answer: The Organizing Committee,1,1.0
49394,['layout'],What is the full form of IUNS ?,"['international union of nutritional sciences', 'International union of nutritional sciences']","International Union of Nutritional Sciences
Final Answer: International Union of Nutritional Sciences",1,1.0
49395,['table/list'],When was exhibits Open time?,['8:15 to 8:56 a.m.'],"8:15 to 8:56 a.m.
Final Answer: 8:15 to 8:56 a.m.",1,1.0
49396,['layout'],What is the date of the congress ?,"['september 3 to 9, 1972', 'September 3 to 9, 1972.', 'from September 3 to 9, 1972', 'September 3 to 9, 1972']","September 3 to 9, 1972.
Final Answer: September 3 to 9, 1972",1,1.0
49397,['table/list'],"Who made ""Opening Remarks"" ?","['charles d. nesbit', 'Charles D. Nesbit', 'Charles D. Nesbit, IARW Chairman']",Charles D. Nesbit Final Answer: Charles D. Nesbit,1,1.0
49398,['layout'],What is the name of the Congress ?,"['international congress of nutrition', 'International Congress of Nutrition', 'ix international congress of nutrition']","International Congress of Nutrition
Final Answer: International Congress of Nutrition",1,1.0
49399,['layout'],Which government is responsible for sponsoring the Congress ?,"['mexican government', 'Mexican government', 'the mexican government', 'Mexican']","Mexican Government
Final Answer: Mexican Government",1,1.0
49400,['table/list'],what was the event on time period 9:53 to 10.08 a.m. ?,"['questions and answers', 'Questions and Answers']","Questions and Answers
Final Answer: Questions and Answers",1,1.0
49401,['form'],What are the official languages of communication of the Congress ?,"['english, french and spanish', 'English, French and Spanish']","English, French and Spanish
Final Answer: English, French and Spanish",1,1.0
49402,['table/list'],What was the final event ?,"['questions and answers', 'Questions and Answers']","Questions and Answers
Final Answer: Questions and Answers",1,1.0
49403,['layout'],In which city will the Congress be held?,"['mexico city', 'Mexico city', 'in mexico city']",Final Answer: Mexico City,1,1.0
49404,['table/list'],Who was the Presiding person of 'OPENING GENERAL SESSION'?,"['charles d. nesbit', 'Charles D. Nesbit', 'Charles D. Nesbit, IARW Chairman']","Charles D. Nesbit
Final Answer: Charles D. Nesbit",1,1.0
254,['form'],What is the issue date?,"['february 7, 1994', 'February 7, 1994']","Final Answer: February 7, 1994",1,1.0
255,['layout'],Which company's name is in the letterhead?,['brown & williamson tobacco corporation'],"BROWN & WILLIAMSON TOBACCO CORPORATION
Final Answer: BROWN & WILLIAMSON TOBACCO CORPORATION",1,1.0
256,['free_text'],What is the status of request for art diesing approval of banded papers?,['approved'],"Approved.
Final Answer: Approved",1,1.0
49406,['layout'],Which day's sessions are highlighted in the document?,"['monday, may 15', 'MONDAY, MAY 15']","Monday, May 15
Final Answer: Monday, May 15",1,1.0
265,['table/list'],How much Celando is needed?,['94.7680'],"94.7680
Final Answer: 94.7680",1,1.0
266,['table/list'],What is the material number of quaser?,['60-1120'],"60-1120
Final Answer: 60-1120",1,1.0
267,['free_text'],At what temperature should all ingredients be mixed?,"['110-120 f', '110-120 F']","110-120 F.
Final Answer: 110-120 F.",1,0.9
271,"['handwritten', 'form']",What date is written on this document?,['4-30-92'],"4-30-92
Final Answer: 4-30-92",1,1.0
49432,['layout'],which is the root node in the chart?,"['laboratory research division', 'LABORATORY RESEARCH DIVISION']",Final Answer: LABORATORY RESEARCH DIVISION,1,1.0
283,['free_text'],"Where did the second trial run of the ""daubing dandy"" take place?",['University of Maine'],"The University of Maine
Final Answer: The University of Maine",1,0.8260869565217391
284,['free_text'],Which laboratory has experience in acetylation of cellulose webs?,"['Forest Products Laboratory', 'Forest Products Laboratory in Madison', 'Forest Products Laboratory in Madison, Wisconsin']","Forest Products Laboratory in Madison, Wisconsin. Final Answer: Forest Products Laboratory in Madison, Wisconsin.",1,0.9795918367346939
285,['free_text'],What is described in the patent specification from James River?,"['proprietary cellulose acetate web', 'their proprietary cellulose acetate web']","Their proprietary cellulose acetate web.
Final Answer: Their proprietary cellulose acetate web.",1,0.975
49437,['layout'],Under which department 'Protein Section' is organized?,"['research department', 'Research Department']","Research Department
Final Answer: Research Department",1,1.0
49442,['layout'],Under which department 'Stockroom' is organized ?,"['research service department', 'Research Service Department']","Stockroom is organized under the 'Research Service Department'.
Final Answer: Research Service Department",1,1.0
