qid,lang,coarse_category,finegrained_category,scenario,subject,emo_label,emo_answer,cause_label,cause_answer,model_response,score
19,en,complex_emotions,mixture_of_emotions,"Charlene is a big fan of Taylor Swift. She has been saving up her allowance for a year to go to her concert. One day, as she was sitting in a cafe, she decided to try buying a Taylor Swift concert ticket. She knew there was a long waitlist of people wanting to go to the concert, but she still gave it a try. After around thirty minutes, she became one of the few to buy the tickets. She screamed the moment she received the email for her purchase confirmation. Immediately after, she realized what she had done and apologized to the other customers.",Charlene,F,F,F,F,"{
""answer_q1"": ""F"",
""answer_q2"": ""F""
}",1
20,en,complex_emotions,mixture_of_emotions,"Naomi just graduated high school and is about to attend college abroad in three days. This is the first time she is separated from her family and has to live on her own. While packing, although she's grown up and doesn't play with toys anymore, Naomi brought a doll that her mother gave her as a child.",Naomi,F,F,A,A,"```json
{
    ""answer_q1"": ""F"",
    ""answer_q2"": ""A""
}
```",1
21,en,complex_emotions,mixture_of_emotions,"I applied to eight different universities to pursue my Bachelor's degree. Each decision letter came in differing dates. I waited until I received all the decision letters and opened them simultaneously. After opening the letters, I found that five of the universities, including my dream university, rejected me. Yet, one of the other three had offered to provide a full scholarship.",I,A,A,B,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",1
22,en,complex_emotions,mixture_of_emotions,"I had a challenging physics exam today. Yet, I was well prepared. I answered most of the questions in the exam in a short amount of time and was sure of my answers. However, when I got to the last question, I could not figure out a solution and ended up spending the rest of the exam on it. The moment I came out of the exam hall and started discussing the questions with my friends, I suddenly came up with a solution for the question.",I,F,A,A,A,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}",0
23,en,complex_emotions,mixture_of_emotions,"Taylor had to complete a group project for the human-computer interaction course. The teams were assigned randomly, and Taylor was excited about meeting new teammates. During weeks of working on the project, he realized he was the only one doing the work, and none of his teammates were willing to help. After all projects were submitted and assessed, his group's project was selected as the best and got the highest mark.",Taylor,B,B,F,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",0
24,en,complex_emotions,mixture_of_emotions,"Laura owns a bakery. She recently got a chance to compete in a high-profile national baking competition. After weeks of grueling preparation, she made it to the final round but unfortunately finished in second place. Despite this, she was praised for her work by her baking idol, a renowned pastry chef.",Laura,A,A,F,F,"{
""answer_q1"": ""A"",
""answer_q2"": ""F""
}",1
25,en,complex_emotions,mixture_of_emotions,"Ben has been aiming to buy his dream car for many years. He has saved up every single penny he could save from his salary and even did extra part-time jobs for this. After years of hard work, he finally had enough money to buy his dream car. The day he went to buy the car, as he was on his way to the dealership, he noticed a homeless man on the road in dire need of help. Ben helped the man with a considerable part of his savings so that he could start a new life.",Ben,E,E,A,A,"{
""answer_q1"": ""E"",
""answer_q2"": ""A""
}",1
26,en,complex_emotions,mixture_of_emotions,"Patrick is a passionate soccer player on his high school team. For the whole year, he has been practicing hard to win the championship. On the final day of the match, his leg gets injured. Yet, he still decides to finish the game. Surprisingly, Patrick scored the final goal, leading the team to victory. However, after the match, he found out that his injury needed numerous weeks of medical rest.",Patrick,C,C,C,C,"{
""answer_q1"": ""C"",
""answer_q2"": ""C""
}",1
27,en,complex_emotions,mixture_of_emotions,"Lora left her husband with her toddler to go grocery shopping. When she got back home, she saw her husband with her toddler on top of his chest, sleeping on the couch, before noticing the mess in the living room.",Lora,C,C,F,F,"{
""answer_q1"": ""C"",
""answer_q2"": ""F""
}",1
28,en,complex_emotions,mixture_of_emotions,"Every evening, Alexa used to water her vegetable garden, which was in the backyard of her home. One evening, a group of children playing soccer in the nearby ground accidentally kicked the ball into her garden, damaging some of her plants. Alexa destroyed their ball to show her anger. The following afternoon, she saw the children arrive with new plants, apologizing for their actions and asking if they could have their ball back.",Alexa,F,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
29,en,complex_emotions,mixture_of_emotions,"Every evening, Alexa used to water her vegetable garden, which was in the backyard of her home. One evening, a group of children playing soccer in the nearby ground accidentally kicked the ball into her garden, damaging some of her plants. Alexa destroyed their ball to show her anger. The following afternoon, she saw the children arrive with new plants, apologizing for their actions and asking if they could have their ball back.",the children,A,E,F,E,"{
""answer_q1"": ""E"",
""answer_q2"": ""E""
}",0
30,en,complex_emotions,unexpected_outcome,"Gabriel has had a long and tough day. He woke up early to go to work, got shouted at by his boss, and was laughed at by his coworkers. Then, he found that he might need to find a new job due to his recent failures. On his way home, Gabriel bought an ice cream to make himself feel better, but it fell to the ground right as he wanted to start eating it. Then, he started laughing hysterically.",Gabriel,A,B,D,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",0
31,en,complex_emotions,unexpected_outcome,"When Clai was about to graduate from college, Michi, her best friend, told her that she wasn't able to come to her graduation. During the graduation day, Clai was walking down the stage to receive her diploma when suddenly she heard loud cheering and saw Michi.",Clai,F,F,A,A,"{
""answer_q1"": ""F"",
""answer_q2"": ""A""
}",1
32,en,complex_emotions,unexpected_outcome,"When Clai was about to graduate from college, Michi, her best friend, told her that she wasn't able to come to her graduation. During the graduation day, Clai was walking down the stage to receive her diploma when suddenly she heard loud cheering and saw Michi.",Michi,B,C,A,C,"{
""answer_q1"": ""C"",
""answer_q2"": ""C""
}",0
33,en,complex_emotions,unexpected_outcome,"Rea is disliked by her classmates due to her high grades. Last week, their class had a very challenging chemistry test. When the papers were graded and handed out, Rea realized that she was the only student who passed the test among her classmates. So, she immediately tore her test paper and threw it out before anyone else saw it.",Rea,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
34,en,complex_emotions,unexpected_outcome,"Rea is disliked by her classmates due to her high grades. Last week, their class had a very challenging chemistry test. When the papers were graded and handed out, Rea realized that she was the only student who passed the test among her classmates. So, she immediately tore her test paper and threw it out before anyone else saw it.",Rea's Classmates,F,C,C,C,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""C""
}
```",0
35,en,complex_emotions,unexpected_outcome,"Ella gave her daughter Ada a music box for her 6th birthday, it played her favorite classical songs. Ada loved the music box and used to listen to it every night before bed. When Ada turned 10, she accidentally broke the music box. So, she hid the broken box and never mentioned the incident to Ella. One day, while cleaning, Ella found the broken music box and comforted Ada telling her that accidents happen.",Ella,A,A,B,B,"{
""answer_q1"": ""A"",
""answer_q2"": ""B""
}",1
36,en,complex_emotions,unexpected_outcome,"Ella gave her daughter Ada a music box for her 6th birthday, it played her favorite classical songs. Ada loved the music box and used to listen to it every night before bed. When Ada turned 10, she accidentally broke the music box. So, she hid the broken box and never mentioned the incident to Ella. One day, while cleaning, Ella found the broken music box and comforted Ada telling her that accidents happen.",Ada,F,F,E,D,"{
""answer_q1"": ""F"",
""answer_q2"": ""D""
}",0
37,en,complex_emotions,unexpected_outcome,"Elise and Damon had been the best of friends since their high school days. Recently, Elise developed feelings for Damon and decided to confess. She rehearsed and finally, with her heart pounding, she confessed her feelings. Damon told her he had been in a relationship with someone else for a couple of months. Elise congratulated him and left hurriedly.",Elise,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
38,en,complex_emotions,unexpected_outcome,"Elise and Damon had been the best of friends since their high school days. Recently, Elise developed feelings for Damon and decided to confess. She rehearsed and finally, with her heart pounding, she confessed her feelings. Damon told her he had been in a relationship with someone else for a couple of months. Elise congratulated him and left hurriedly.",Damon,E,E,D,D,"```json
{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""D""
}
```",1
39,en,complex_emotions,unexpected_outcome,"Diana was a self-taught artist, while her sister Eliana has been going to classes since she was a child. Eliana often criticized Diana for her lack of creativity. One day, Eliana entered a prestigious photo contest and lost. She then found out that Diana had won the same contest with her artwork. So, she went online to write comments on how the judges do not understand art.",Diana,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
40,en,complex_emotions,unexpected_outcome,"Diana was a self-taught artist, while her sister Eliana has been going to classes since she was a child. Eliana often criticized Diana for her lack of creativity. One day, Eliana entered a prestigious photo contest and lost. She then found out that Diana had won the same contest with her artwork. So, she went online to write comments on how the judges do not understand art.",Eliana,A,A,A,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",0
41,en,complex_emotions,unexpected_outcome,"Alice had been working for a long time to afford the car of her dreams. After a lot of saving up, she was able to buy it today. Meanwhile, her brother Bill was going through financial struggles and had to sell his car a few weeks ago. Alice decided to take Bill for a ride in her new car that evening.",Alice,A,A,B,B,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}
```",1
42,en,complex_emotions,unexpected_outcome,"Alice had been working for a long time to afford the car of her dreams. After a lot of saving up, she was able to buy it today. Meanwhile, her brother Bill was going through financial struggles and had to sell his car a few weeks ago. Alice decided to take Bill for a ride in her new car that evening.",Bill,A,B,C,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",0
43,en,complex_emotions,unexpected_outcome,"Jane's mother is very strict and always undermines her accomplishments at home. One day, Jane showed her mother the test paper on which she had scored 95 points out of 100. Her mother only said that she should have gotten full marks on such a simple test. However, when other parents are present, she openly talks about Jane's grades and excitedly praises her daughter.",Jane,E,E,C,C,"{
""answer_q1"": ""E"",
""answer_q2"": ""C""
}",1
44,en,complex_emotions,unexpected_outcome,"Jane's mother is very strict and always undermines her accomplishments at home. One day, Jane showed her mother the test paper on which she had scored 95 points out of 100. Her mother only said that she should have gotten full marks on such a simple test. However, when other parents are present, she openly talks about Jane's grades and excitedly praises her daughter.",Jane's mother,A,B,A,C,"```json
{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""C""
}
```",0
45,en,complex_emotions,unexpected_outcome,"Angie and Shawn are a very close couple, but they haven't been on the best terms for the last two weeks. Today is the 28th. On this day of every month, Shawn would buy a bouquet of flowers and put them in the living room to express his love for Angie. As Shawn passed by the flower shop, he started pondering deeply, and after some time, he walked in to buy a bouquet.",Shawn,F,F,B,B,"{
""answer_q1"": ""F"",
""answer_q2"": ""B""
}",1
46,en,complex_emotions,unexpected_outcome,"The result of the hard chemistry test is finally out today. Victoria found out that, while she didn't pass the test, she earned a higher score than Bertha, her rival.",Victoria,A,A,A,A,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}",1
47,en,complex_emotions,unexpected_outcome,"The result of the hard chemistry test is finally out today. Victoria found out that, while she didn't pass the test, she earned a higher score than Bertha, her rival.",Bertha,A,A,F,F,"```json
{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""F""
}
```",1
48,en,complex_emotions,unexpected_outcome,"Andre is a doctor. Due to the constant emergencies happening in the past few months, Andre hasn't had the time to be with his girlfriend. So, this weekend, he decided to take his girlfriend on a romantic date night. Nearing the end of the main course, he got a call from his friend at the hospital telling him to enjoy the night.",Andre,A,A,A,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",1
49,en,complex_emotions,unexpected_outcome,"Today was a hectic day for Harvey. He woke up late to go to the office, skipped his breakfast, got scolded by his manager, had to work late, and ate one meal only. When he came home, he wanted to get to bed immediately when he saw his parents' morning text that he had been unable to check until now, wishing him the happiest birthday and leaving heartfelt messages.",Harvey,C,A,B,B,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}",0
50,en,personal_beliefs_and_experiences,cultural_value,"To celebrate moving into his new house, Zhongli hosted a housewarming party and invited one of his best friends, Ollie. Around 6 p.m., Ollie arrived at Zhongli's house and entered without taking off his shoes. Seeing this, Zhongli told him to take off his shoes and offered a pair of slippers to use inside the house.",Zhongli,D,D,C,C,"{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""C""
}",1
51,en,personal_beliefs_and_experiences,cultural_value,"To celebrate moving into his new house, Zhongli hosted a housewarming party and invited one of his best friends, Ollie. Around 6 p.m., Ollie arrived at Zhongli's house and entered without taking off his shoes. Seeing this, Zhongli told him to take off his shoes and offered a pair of slippers to use inside the house.",Ollie,A,A,B,B,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""B""
}",1
52,en,personal_beliefs_and_experiences,cultural_value,"Samira and Amy decided to get dinner together at an Indian restaurant. Amy is American and has never had Indian Food. They came to this restaurant because Samira wanted Amy to try her culture and food. Once the food arrived, Samira started eating with her hands and mentioned how it reminded her of her mom's cooking.",Amy,E,E,B,B,"{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""B""
}",1
53,en,personal_beliefs_and_experiences,cultural_value,"Samira and Amy decided to get dinner together at an Indian restaurant. Amy is American and has never had Indian Food. They came to this restaurant because Samira wanted Amy to try her culture and food. Once the food arrived, Samira started eating with her hands and mentioned how it reminded her of her mom's cooking.",Samira,A,D,D,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",0
54,en,personal_beliefs_and_experiences,cultural_value,"On her trip to Japan, Jessica visited a sushi place with many good reviews. She ordered many items on the menu for herself and enjoyed her dinner to the fullest. Then, she asked for the receipt and put in a generous twenty-dollar tip. After noticing the tip, the waitress took it and returned it to Jessica.",Jessica,B,B,F,F,"{
""answer_q1"": ""B"",
""answer_q2"": ""F""
}",1
55,en,personal_beliefs_and_experiences,cultural_value,"On her trip to Japan, Jessica visited a sushi place with many good reviews. She ordered many items on the menu for herself and enjoyed her dinner to the fullest. Then, she asked for the receipt and put in a generous twenty-dollar tip. After noticing the tip, the waitress took it and returned it to Jessica.",the waitress,E,D,C,C,"{
""answer_q1"": ""D"",
""answer_q2"": ""C""
}",0
56,en,personal_beliefs_and_experiences,cultural_value,"Weili recently came over to Germany from China for a student exchange program. Earlier today, Samantha, her German classmate, invited her to a movie that started at half past seven. In Europe, unlike China, movies usually start twenty to thirty minutes late. Weili showed up at the cinema at around eight but Samantha didn't mention anything about it.",Weili,C,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",1
57,en,personal_beliefs_and_experiences,cultural_value,"Weili recently came over to Germany from China for a student exchange program. Earlier today, Samantha, her German classmate, invited her to a movie that started at half past seven. In Europe, unlike China, movies usually start twenty to thirty minutes late. Weili showed up at the cinema at around eight but Samantha didn't mention anything about it.",Samantha,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
58,en,personal_beliefs_and_experiences,cultural_value,"Xiaofeng, who is from China, and his friends usually don't go Dutch when eating out and instead have one of them pay the bill. One day, he brought Henry, his American friend, to a dinner party. After the meal, Henry naturally took out his credit card and prepared to split the bill. Xiaofeng smiled and refused.",Xiaofeng,B,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",1
59,en,personal_beliefs_and_experiences,cultural_value,"Xiaofeng, who is from China, and his friends usually don't go Dutch when eating out and instead have one of them pay the bill. One day, he brought Henry, his American friend, to a dinner party. After the meal, Henry naturally took out his credit card and prepared to split the bill. Xiaofeng smiled and refused.",Henry,F,F,D,A,"{
""answer_q1"": ""F"",
""answer_q2"": ""A""
}",0
60,en,personal_beliefs_and_experiences,cultural_value,"Bill was learning how to use chopsticks from his Chinese friend, Xiao. After several attempts, Bill finally successfully picked up a handful of rice with his chopstick and after eating the rice, he put the chopsticks upright inside the rice bowl. Xiao immediately took the chopsticks out and put them on the chopsticks rest.",Bill,F,D,B,C,"{
""answer_q1"": ""D"",
""answer_q2"": ""C""
}",0
61,en,personal_beliefs_and_experiences,cultural_value,"Bill was learning how to use chopsticks from his Chinese friend, Xiao. After several attempts, Bill finally successfully picked up a handful of rice with his chopstick and after eating the rice, he put the chopsticks upright inside the rice bowl. Xiao immediately took the chopsticks out and put them on the chopsticks rest.",Xiao,A,A,A,A,"{
    ""answer_q1"": ""A"",
    ""answer_q2"": ""A""
}",1
62,en,personal_beliefs_and_experiences,cultural_value,"Alexandra had a meeting with Chinese supervisor, Li. In this meeting, she straightforwardly pointed out the flaws in Li's presentation and told her the mistakes she had made.",Li,D,C,B,B,"```json
{
    ""answer_q1"": ""C"",
    ""answer_q2"": ""B""
}
```",0
63,en,personal_beliefs_and_experiences,cultural_value,"Fatemeh, an Iranian student studying in the US, invited her classmate Janice over for lunch. As per Iranian tradition, Fatemeh immediately offered Janice slippers to wear inside the house, which Janice politely declined, saying she prefers her own shoes.",Fatemeh,D,D,A,A,"{
""answer_q1"": ""D"",
""answer_q2"": ""A""
}",1
64,en,personal_beliefs_and_experiences,cultural_value,"Fatemeh, an Iranian student studying in the US, invited her classmate Janice over for lunch. As per Iranian tradition, Fatemeh immediately offered Janice slippers to wear inside the house, which Janice politely declined, saying she prefers her own shoes.",Janice,E,E,C,C,"{
    ""answer_q1"": ""E"",
    ""answer_q2"": ""C""
}",1
65,en,personal_beliefs_and_experiences,cultural_value,"During a business meeting in Saudi Arabia, American entrepreneur Marcus initiated a handshake with Saudi businesswoman Ayah. However, Ayah simply nodded her head instead and placed her hand over her heart.",Marcus,D,D,A,A,"```json
{
    ""answer_q1"": ""D"",
    ""answer_q2"": ""A""
}
```",1
66,en,personal_beliefs_and_experiences,cultural_value,"During a business meeting in Saudi Arabia, American entrepreneur Marcus initiated a handshake with Saudi businesswoman Ayah. However, Ayah simply nodded her head instead and placed her hand over her heart.",Ayah,E,E,B,B,"{
""answer_q1"": ""E"",
""answer_q2"": ""B""
}",1
67,en,personal_beliefs_and_experiences,cultural_value,"On her visit to China from the US, Lucia was invited by her new Chinese coworker, Ling, to a dinner gathering with friends. When it was time to order, Ling ordered for the whole table and gave back the menu before Lucia could have a look. When the food was served, Lucia looked at the dishes and said ""I can take this one,"" before choosing one of the dishes to eat.",Lucia,C,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",1
68,en,personal_beliefs_and_experiences,cultural_value,"On her visit to China from the US, Lucia was invited by her new Chinese coworker, Ling, to a dinner gathering with friends. When it was time to order, Ling ordered for the whole table and gave back the menu before Lucia could have a look. When the food was served, Lucia looked at the dishes and said ""I can take this one,"" before choosing one of the dishes to eat.",Ling,E,B,B,B,"{
""answer_q1"": ""B"",
""answer_q2"": ""B""
}",0
69,en,personal_beliefs_and_experiences,cultural_value,"Due to higher pay, Lincoln moved from the US to Dubai in Ramadan. On his first day at work, He suggested a team meeting over lunch with his new coworker, Ali, to know each other better. However, Ali responded with a direct ""No"" without any further explanation.",Lincoln,F,B,A,A,"{
    ""answer_q1"": ""B"",
    ""answer_q2"": ""A""
}",0
70,en,personal_beliefs_and_experiences,cultural_value,"Due to higher pay, Lincoln moved from the US to Dubai in Ramadan. On his first day at work, He suggested a team meeting over lunch with his new coworker, Ali, to know each other better. However, Ali responded with a direct ""No"" without any further explanation.",Ali,B,B,C,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",1
71,en,personal_beliefs_and_experiences,cultural_value,"During her visit to India, Sophia became close to Laila, her Indian Coworker, and was invited to attend her birthday party. As she wanted to stand out, she wore her favorite white dress. When Laila saw Sophia, she told her what her dress indicated.",Sophia,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
72,en,personal_beliefs_and_experiences,cultural_value,"During her visit to India, Sophia became close to Laila, her Indian Coworker, and was invited to attend her birthday party. As she wanted to stand out, she wore her favorite white dress. When Laila saw Sophia, she gently went up to her and told her what her dress indicated.",Laila,E,B,C,C,"{
""answer_q1"": ""B"",
""answer_q2"": ""C""
}",0
73,en,personal_beliefs_and_experiences,sentimental_value,"Before passing away, Max's grandmother gave him a ring that had been passed down generations in their family. She told him that he may pass it down to his children one day. Yesterday, Max's friend, Jason, borrowed the ring to include it in his family values and heritage presentation. After the presentation, he couldn't find the ring, no matter how hard he looked. So, he offered Max to buy him a similar ring in return.",Jason,A,A,C,C,"{
""answer_q1"": ""A"",
""answer_q2"": ""C""
}",1
74,en,personal_beliefs_and_experiences,sentimental_value,"Before passing away, Max's grandmother gave him a ring that had been passed down generations in their family. She told him that he may pass it down to his children one day. Yesterday, Max's friend, Jason, borrowed the ring to include it in his family values and heritage presentation. After the presentation, he couldn't find the ring, no matter how hard he looked. So, he offered Max to buy him a similar ring in return.",Max,F,A,B,A,"{
""answer_q1"": ""A"",
""answer_q2"": ""A""
}",0
75,en,personal_beliefs_and_experiences,sentimental_value,"I was going on a date last week and desperately needed a formal shirt. I asked George if I could borrow his. He lent me his favorite shirt, which he thought was irreplaceable since it was given to him by his mother. During the date, I got some cake on the shirt and couldn't wash it off. I looked it up, and it turns out I could buy the same shirt for a couple of bucks. So, I decided just to buy him a new shirt to replace it. I bet he won't mind.",I,F,B,C,A,"{
""answer_q1"": ""B"",
""answer_q2"": ""A""
}",0
76,en,personal_beliefs_and_experiences,sentimental_value,"I was going on a date last week and desperately needed a formal shirt. I asked George if I could borrow his. He lent me his favorite shirt, which he thought was irreplaceable since it was given to him by his mother. During the date, I got some cake on the shirt and couldn't wash it off. I looked it up, and it turns out I could buy the same shirt for a couple of bucks. So, I decided just to buy him a new shirt to replace it. I bet he won't mind.",George,C,A,D,D,"{
""answer_q1"": ""A"",
""answer_q2"": ""D""
}",0
77,en,personal_beliefs_and_experiences,sentimental_value,"Yesterday, right before my exam, I realized I didn't bring any pens to take the exam. I asked my friend Kevin if I could borrow one of his. He gave me a pen and told me I could keep it after the exam since he had many. When I returned home after the exam, I realized I had lost Kevin's pen. I looked everywhere, but couldn't find it. When I met Kevin today, I asked him how much he paid for it so I could give him the money.",I,B,C,A,A,"{
""answer_q1"": ""C"",
""answer_q2"": ""A""
}",0
78,en,personal_beliefs_and_experiences,sentimental_value,"Yesterday, right before my exam, I realized I didn't bring any pens to take the exam. I asked my friend Kevin if I could borrow one of his. He gave me a pen and told me I could keep it after the exam since he had many. When I returned home after the exam, I realized I had lost Kevin's pen. I looked everywhere, but couldn't find it. When I met Kevin today, I asked him how much he paid for it so I could give him the money.",Kevin,F,F,E,E,"```json
{
""answer_q1"": ""F"",
""answer_q2"": ""E""
}
```",1
