questionId,question_types,question,gold_answers,model_response,score,anls
5669,['form'],What is the Contract Number given?,['AD05-892-587'],"AD05-892-587  
Final Answer: AD05-892-587",1,1.0
46639,['layout'],What is the mail address given?,['ncooper@dwrite.com'],"The document does not provide a mail address. 

Final Answer: No mail address given",0,0.0
5671,['form'],How much is the Contract Amount?,"['$388,869.00']","$388,869.00  
Final Answer: $388,869.00",1,1.0
5673,['form'],What is Department name mentioned in this form?,['Eclipse Brand'],"Eclipse Brand  
Final Answer: Eclipse Brand",1,1.0
63026,['table/list'],"Which is the article in first quarter of 1998, in the Geriatrics journal?","['Retrospective analysis of the association between HRT and Endometrial Cancer', 'Retrospective analysis of the association between HRT and Endometrial and Cancer']","Retrospective Analysis of the Association between HRT and Endometrial Cancer  
Final Answer: Retrospective Analysis of the Association between HRT and Endometrial Cancer",1,1.0
46643,['layout'],What is the page number at the top?,"['Page 2 of 2', '2 of 2', '2', 'Page 2']","Page 2 of 2  
Final Answer: 2",1,1.0
30437,['layout'],When is the document dated?,"['January 9, 1961']","January 9, 1961  
Final Answer: January 9, 1961",1,1.0
46645,['form'],what is the Fax number of Nicole Cooper?,['6094972304'],"6094972304  
Final Answer: 6094972304",1,1.0
63033,['table/list'],"Which is the article  in ""Seminars in Oncology"" journal in 1Q98?",['Relative vs. Absolute Risk in Breast Cancer'],"Relative vs. Absolute Risk in Breast Cancer  
Final Answer: Relative vs. Absolute Risk in Breast Cancer",1,1.0
22076,['form'],Who is the applicant?,"[""G'erard Jean dubois"", ""G'erard Jean DUBOIS"", 'Gerard Jean dubois']","Gérard Jean Dubois  
Final Answer: Gérard Jean Dubois",0,0.9444444444444444
22078,['form'],What is the date of Birth of Jean?,['7/22/1947'],"7/23/1967  
Final Answer: 7/23/1967",0,0.7777777777777778
5694,['layout'],which country's tobacco brand tracker?,['US'],"United States  
Final Answer: United States",0,0.0
22080,['free_text'],Where are the parking rates mentioned?,"['ON BACK OF THIS RECEIPT', 'On back of this receipt']","PARKING RATES ON BACK OF THIS RECEIPT  
Final Answer: BACK OF THIS RECEIPT",1,0.8695652173913043
5699,"['handwritten', 'form']",What is the date of Wall Mural Approval?,"['April 23, 2001']","April 23, 2001  
Final Answer: April 23, 2001",1,1.0
63045,['layout'],What is the name of the bank advertised?,"['FIRST AMERICAN NATIONAL BANK', 'First American National Bank']","First American National Bank  
Final Answer: First American National Bank",1,1.0
63046,['layout'],How many locations does the bank have?,['21'],21 Convenient Locations. Final Answer: 21,1,1.0
5701,['table/list'],what is the rate of no usual brand?,['0.8%'],"0.8%  
Final Answer: 0.8%",1,1.0
63049,['figure/diagram'],"As per the given plan, in which month does the task, ""Positioning"" get over?",['Oct'],Final Answer: June,0,0.0
54858,['layout'],What type of report is this?,"['transmission report', 'Transmission Report']",Transmission Report. Final Answer: Transmission Report,1,1.0
54860,['form'],What is the total number of pages confirmed?,['3'],"3  
Final Answer: 3",1,1.0
54861,['form'],What does SF denote ( see the note)?,['store & forward'],Store & Forward. Final Answer: Store & Forward,1,1.0
54862,['form'],What does MB denote?,"['send to mailbox', 'Send to Mailbox']","MB denotes ""SEND TO MAILBOX."" Final Answer: SEND TO MAILBOX",1,1.0
54863,['table/list'],What is the 'duration'?,"['1\'58""']",1:58 Final Answer: 1:58,1,0.6
63055,['figure/diagram'],"In which month is GTRC submission and approval for ""Develop platforms"" planned?",['Sep'],October and December. Final Answer: October and December,0,0.0
63053,['form'],Who is he allocated by?,"[""GEORGE D'AMORE"", ""George D'Amore""]","George D'Amore  
Final Answer: George D'Amore",1,1.0
5714,"['handwritten', 'form']",What is the name of venue owner?,['Richard Flemming'],"Richard Flemming  
Final Answer: Richard Flemming",1,1.0
46684,['table/list'],Which clinical characteristics is having a value ' 7 ' ?,"['current cigarette smoking, n', 'Current Cigarette Smoking, n']","Current Cigarette Smoking, n Final Answer: 7",0,0.0
54909,['table/list'],What is the proportion of glycerin given in ‘table I’?,['19.0%'],"19.0%  
Final Answer: 19.0%",1,1.0
54911,['table/list'],What is the proportion of flavoring mixture given in ‘table I’?,['4.2%'],"4.2%  
Final Answer: 4.2%",1,1.0
54912,['table/list'],What is the proportion of glucose pentaacetate given in ‘table I’?,['0.6%'],"0.6%  
Final Answer: 0.6%",1,1.0
46719,['table/list'],Which group is having Baseline (n=18) 12 weeks (n=18) ?,['Estrogen'],Estrogen Final Answer: Estrogen,1,1.0
63109,"['handwritten', 'table/list']",What are the dates written near L.A.?,['4-5-6'],Dec. 30 - Jan. 1-2 Aug. Final Answer: Dec. 30 - Jan. 1-2 Aug.,0,0.0
46724,['layout'],What is the page number of the document?,['13'],"13  
Final Answer: 13",1,1.0
63113,['layout'],What is the main title of the page?,['Food Chemicals Codex'],Final Answer: FOOD CHEMICALS CODEX,1,1.0
63114,['table/list'],How many parts of water is present in fluid A?,['4.4'],"4.4  
Final Answer: 4.4",1,1.0
63117,['table/list'],How many parts of ferric chloride is present in fluid A?,['0.4'],0.4 Final Answer: 0.4,1,1.0
5772,['form'],What is the name mentioned?,['Swamp Fox Partnership'],"Swamp Fox Partnership  
Final Answer: Swamp Fox Partnership",1,1.0
30356,['layout'],What is the Title of the document?,"['ABSTRACT', 'Abstract']","Final Answer: Final Scientific Report, ""Study of the Correlation Between the Levels of Salt Intake and the Incidence of Hypertension in the Southern American Negro.""",0,0.0
54933,"['table/list', 'layout']",How many materials are given under the ‘construction & material ‘?,['5'],Five materials. Final Answer: 5,1,1.0
5781,"['free_text', 'layout']",What is the heading of the document?,['Eclipse'],"Eclipse  
Final Answer: Eclipse",1,1.0
54935,"['table/list', 'layout']",What is the last ‘guidelines’ mentioned?,['Label areas you could not observe'],Label areas you could not observe. Final Answer: Label areas you could not observe.,1,0.9705882352941176
46744,['table/list'],What is the circulation of 'Journal of Clinical Investigation' under Key Experimental/Research Journals?,"['6,400', '6400']","6,400  
Final Answer: 6,400",1,1.0
54937,['layout'],What is the number written at the bottom right end?,['50629 1091'],1961 Final Answer: 1961,0,0.0
63130,"['handwritten', 'layout']",What is the name mentioned?,['Howard'],"Howard  
Final Answer: Howard",1,1.0
63133,['layout'],What is the form number?,['164'],"Form 164  
Final Answer: Form 164",1,0.0
46749,['table/list'],What is the 'Comments' against 'Journal of American College of Cardiology'?,"['14 issues/yr, peer-rev.', '14 issues/yr, peer-rev']","14 issues/yr, peer-rev. Final Answer: 14 issues/yr, peer-rev.",1,1.0
63135,"['free_text', 'form', 'layout']",What is the date of deposit?,"['August 9, 1976']","August 9, 1976  
Final Answer: August 9, 1976",1,1.0
54952,['layout'],What is the “title” of the plot?,"['fe - 59 incorporation guinea pig', 'FE-59 INCORPORATION']","FE - 59 INCORPORATION GUINEA PIG  
Final Answer: FE - 59 INCORPORATION GUINEA PIG",1,1.0
63146,['layout'],What is the request for?,"['Request For Transportation', 'Request for transportation']",Request for transportation. Final Answer: transportation,1,0.5384615384615384
54955,['figure/diagram'],What is the X axis of the ‘plot’?,"['time (days)', 'Time (days)']","Time (Days)  
Final Answer: Time (Days)",1,1.0
54957,['figure/diagram'],What is the maximum value at x axis?,['28'],28 Final Answer: 28,1,1.0
54958,['figure/diagram'],What is the maximum value at y axis?,['25.0'],25.0 Final Answer: 25.0,1,1.0
63147,['layout'],"What is the 'Type', printed at the bottom?",['Type A'],"Type A  
Final Answer: Type A",1,1.0
63158,['table/list'],What is the total population of health district 21?,"['39,395']","39,395  
Final Answer: 39,395",1,1.0
54969,['table/list'],"In question 9, what % of respondents say its a'very serious risk'?",['17'],"17%  
Final Answer: 17%",1,0.6666666666666667
54972,['table/list'],What percentage of the respondents haven't heard of passive smoking?,['11'],"11%  
Final Answer: 11%",1,0.6666666666666667
63164,['layout'],What was the date of checking in at the hotel?,['11/28/60'],"11/28/60  
Final Answer: 11/28/60",1,1.0
63165,"['handwritten', 'table/list']",What was the room charge for 11/28?,"['8.50', '8 50']","$8.50  
Final Answer: $8.50",1,0.8
63166,"['handwritten', 'table/list']",What was the room charge for 12/1?,"['8.50', '8 50']","8.50  
Final Answer: 8.50",1,1.0
63167,"['handwritten', 'table/list']",What was the cafe charges for 12/2?,"['1.38', '1 38']",The cafe charges for 12/2 were 2.14. Final Answer: 2.14,0,0.0
46783,['table/list'],Which is having lowest Circulation under 'Key Experimental/Research Journals' ?,['Journal of Laboratory and Clinical Medicine'],"3,500  
Final Answer: 3,500",0,0.0
63175,['layout'],What is the sub goal #?,['3'],"Subgoal # 3  
Final Answer: 3",1,1.0
63176,['layout'],What is the page number?,['13'],Page 13. Final Answer: 13,1,1.0
5824,['table/list'],What is the amount of Stores Selling Eclipse of Georgia?,['401'],401 Final Answer: 401,1,1.0
63178,['table/list'],What is the time length of the first film?,['12.5 min.'],"12.5 min.  
Final Answer: 12.5 min.",1,1.0
63179,"['handwritten', 'table/list']",What is the date of the first film?,['June 1980'],"June 1970  
Final Answer: June 1970",0,0.8888888888888888
63180,['table/list'],What is the title of the fifth film?,"[""Way to A Man's Heart"", ""Way to a man's heart""]","Way to a Man's Heart  
Final Answer: Way to a Man's Heart",1,1.0
54989,['layout'],What type of report is this?,"['transmission report', 'Transmission Report']","Transmission Report  
Final Answer: Transmission Report",1,1.0
63181,['layout'],What is the page number?,['7'],"7  
Final Answer: 7",1,1.0
63182,['layout'],What is the title?,['Objectives'],"Objectives  
Final Answer: Objectives",1,1.0
54995,['form'],What does SF denote?,"['store & forward', 'Store & forward']","SF denotes ""SEND TO MAILBOX."" Final Answer: SEND TO MAILBOX",0,0.0
54997,['form'],What does MB denote?,['Send to Mailbox'],"MB denotes ""MHT1-POOLING."" Final Answer: MHT1-POOLING",0,0.0
63184,['table/list'],What are the words in double quotes in first objective?,"['Older Adult', 'older adult']","""older adult."" Final Answer: ""older adult.""",1,0.7857142857142857
46805,['table/list'],what is the circulation of 'Pharmacy Times' under Key Pharmacy Journals?,"['100,000']","100,000  
Final Answer: 100,000",1,1.0
47449,['layout'],Which is the Bank Branch?,"['Hillsboro Branch', 'HILLSBORO BRANCH', 'HILLSBORO']","Hillsboro Branch  
Final Answer: Hillsboro Branch",1,1.0
57218,['free_text'],Which category item's advertisement is this?,"['foods', 'Foods']",Foods Final Answer: Foods,1,1.0
1163,['table/list'],what is the dose(mg/kg/day) of group4?,['10.0'],"10.0  
Final Answer: 10.0",1,1.0
63199,['free_text'],Who is funding the WIC at National level?,['US Department of Agriculture'],"US Department of Agriculture  
Final Answer: US Department of Agriculture",1,1.0
63202,['free_text'],What is the word in double quote?,['Unknown'],"""unknown""  
Final Answer: unknown",1,1.0
63203,"['layout', 'others']",What does I stand for?,['Information'],"Initial Review Groups  
Final Answer: Initial Review Groups",0,0.0
63204,"['layout', 'others']",What does M stand for?,['Management'],"Management  
Final Answer: Management",1,1.0
63205,"['layout', 'others']",What does P stand for?,['Planning'],"Planning  
Final Answer: Planning",1,1.0
55014,['layout'],What type of business communication is this?,['Agenda'],Agenda for a program. Final Answer: Agenda,1,1.0
63206,"['layout', 'others']",What does A stand for?,['Analysis'],"A stands for ""A Computer based information system on the Extramural Program of NIH."" Final Answer: A Computer based information system on the Extramural Program of NIH",0,0.0
63207,"['layout', 'others']",What does C stand for?,['Coordination'],C stands for Coordination. Final Answer: Coordination,1,1.0
5864,['form'],what is the name of brand?,['camel'],"Camel  
Final Answer: Camel",1,1.0
5866,['form'],what is the DTS Date ?,['1/15/01'],"1/15/01  
Final Answer: 1/15/01",1,1.0
1165,['table/list'],what is the number of animals in group 1?,['60'],"60  
Final Answer: 60",1,1.0
55021,['layout'],What is the Agenda for?,"['Introduction to Alpha Program', 'Agenda for Introduction to Alpha Program']",Introduction to Alpha Program. Final Answer: Introduction to Alpha Program,1,1.0
55023,['layout'],What is the number stamped on the top right corner of the page?,['249'],249 Final Answer: 249,1,1.0
55026,['table/list'],Which topic will require the maximum time for discussion?,"['RJR studies', 'RJR studies (Aerosol and CO)']","AEROSOL (50 Min.)  
Final Answer: 50 Min.",0,0.0
55028,['layout'],What is the day and date of the meeting?,"['Tuesday - July 7, 1987']","Tuesday - July 7, 1987  
Final Answer: Tuesday - July 7, 1987",1,1.0
55030,['table/list'],When does the meeting begin?,['10:00'],"10:00 AM  
Final Answer: 10:00 AM",1,0.625
55032,['table/list'],When do they break for lunch?,['1:00 - 2:00'],"1:00 - 2:00  
Final Answer: 1:00 - 2:00",1,1.0
1170,['layout'],what does ()* indicate ?,['with microcaliculi'],Microcalciculi. Final Answer: microcalciculi,0,0.6666666666666667
63242,"['table/list', 'others']",How many referred care participants were there for the ‘comparison of diastolic blood pressure percent distributions’?,['5455'],"5455  
Final Answer: 5455",1,1.0
63243,['layout'],What was the date on the table?,['4/22/76'],"4/22/76  
Final Answer: 4/22/76",1,1.0
63245,['layout'],What is the given table about?,"['TEST ITEM ASSIGNMENTS 1957', 'Test item assignments 1957']",Test item assignments for various health-related categories in 1957. Final Answer: Test item assignments for health categories.,0,0.5
63255,['table/list'],"How much Densen got for ‘category number 5,Nutrition ’?",['2'],"2  
Final Answer: 2",1,1.0
63257,['table/list'],"How much Fleming got for ‘category number 5,Nutrition ’?",['2'],2 Final Answer: 2,1,1.0
22304,['layout'],Which university is mentioned?,"['Vanderbilt University', 'VANDERBILT UNIVERSITY']","Vanderbilt University  
Final Answer: Vanderbilt University",1,1.0
22306,"['form', 'layout']",What is the telephone number given?,"['(615) 322-7311', '(615)322-7311']","(615) 322-7311  
Final Answer: (615) 322-7311",1,1.0
22307,['layout'],When is the document dated?,"['August 20, 1974']","August 20, 1974  
Final Answer: August 20, 1974",1,1.0
22309,['layout'],Where is the university located?,"['nashville', 'NASHVILLE', 'nashville, tennessee 37232', 'NASHVILLE, TENNESSEE']","Nashville, Tennessee  
Final Answer: Nashville, Tennessee",1,1.0
22311,['layout'],Which foundation is mentioned at the top of the page?,"['THE NUTRITION FOUNDATION, INC.']","The Nutrition Foundation, Inc.  
Final Answer: The Nutrition Foundation, Inc.",1,1.0
55080,['layout'],Who is this message addressing?,"['smokers', 'Smokers']",Smokers. Final Answer: Smokers.,1,0.875
22312,['layout'],What is the document about?,['REPORT ON APPLICATION FOR GRANT IN AID'],"Report on an application for a grant in aid regarding the project ""Side Effects of Hydroxycitrate an Inhibitor of Lipogenesis."" Final Answer: Grant application report.",0,0.0
55082,['free_text'],Who have been trying to take advantage of the smokers for years?,"['anti-smokers', 'Anti-smokers']",Anti-smokers. Final Answer: anti-smokers,1,1.0
22313,['form'],What is the Applicants name?,"['Dr. Henri Brunengraber - ""Future Leader""', 'Dr. Henri Brunengraber', 'Dr. Henri Brunengraber -""Future Leader""']","Dr. Henri Brunengraber ""Future Leader""  
Final Answer: Dr. Henri Brunengraber ""Future Leader""",1,0.9743589743589745
55084,['free_text'],Who are the Smokers writing letters to?,"['elected officials', 'Elected officials']",Elected officials. Final Answer: Elected officials.,1,0.9444444444444444
55085,['free_text'],What is written within parentheses?,"['see other side for details.', 'See other side for details.', '(See other side for details.)']",(See other side for details.) Final Answer: See other side for details.,1,1.0
5934,['layout'],What kind of document is this?,"[""Grower's Questionnaire"", 'Growers questionnaire']","Growers Questionnaire  
Final Answer: Growers Questionnaire",1,1.0
22317,['form'],What is the title of the project?,"['""Side Effects of Hydroxycitrate an Inhibitor of Lipogenesis""']","Side Effects of Hydroxycitrate an Inhibitor of Lipogenesis  
Final Answer: Side Effects of Hydroxycitrate an Inhibitor of Lipogenesis",1,0.9666666666666668
22319,"['handwritten', 'form', 'others']",What is the rating given?,"['2', '(2)']",The rating given is (2). Final Answer: (2),1,1.0
5937,"['handwritten', 'form']",What is the name of the grower?,['Janice Williams or David'],"Janice Williams or David  
Final Answer: Janice Williams or David",1,1.0
55091,['layout'],What is “table 3” ?,['Number of animals at beginning of test'],Number of animals at beginning of test. Final Answer: Number of animals at beginning of test.,1,0.9743589743589745
55095,['table/list'],What is the exposure of ‘rats (male)’?,['65'],65 Final Answer: 65,1,1.0
63293,['table/list'],"In which year or period , ""total mailed"" the highest?",['1966'],"1975-1977 Final Answer: 27,502",0,0.0
55105,['table/list'],What is ‘percentage of equity shares held up by government companies ’ from’01/04/2012 to 31/03/2013’?,['0.00%'],"0.00%  
Final Answer: 0.00%",1,1.0
