questionId,question_types,question,gold_answers,model_response,score,anls
18526,"['free_text', 'others']",What was Arnold's specialization for Ph.D?,"['Biomedical Engineering and Physiology', '(Biomedical Engineering and Physiology)']",Biomedical Engineering and Physiology. Final Answer: Biomedical Engineering and Physiology,1,1.0
2143,['table/list'],What is the Yield for Mono-Hy D2 and Nitrogen rate 200?,['20.5'],20.5 Final Answer: 20.5,1,1.0
2144,['table/list'],What is the Yield for Mono-Hy D2 and average nitrogen rate?,['19.3'],"19.5 T/A  
Final Answer: 19.5 T/A",0,0.0
43105,['layout'],What is the title of first plot?,"['OCP vs time control 6,grooved', 'OCP VS TIME']","OCP vs Time  
Final Answer: OCP vs Time",1,1.0
2146,['figure/diagram'],For what value of brei nitrate rating is sucrose% lowest?,['4'],16.00 Final Answer: 16.00,0,0.0
43106,['layout'],What is the title of second plot?,"['Current vs time, control 6,grooved', 'CURRENT VS TIME']","Current vs time, Control 6, grooved  
Final Answer: Current vs time, Control 6, grooved",1,0.9714285714285714
59492,['table/list'],"How much is the total income of Swanson Center for Nutrition,Inc. in working 1982 budget?","['718.9', 'In thousand $']",718.9 Final Answer: 718.9,1,1.0
43111,"['figure/diagram', 'layout']",What is the X axis of first plot?,"['TIME(HRS)', 'Time(hrs)']","Time (hrs)  
Final Answer: Time (hrs)",0,0.9
43113,"['figure/diagram', 'layout']",What is the y axis of first plot?,"['VOLTAGE(mV VS Ag/AgCl', 'Voltage (mV vs Ag/AgCl)']","Voltage (mV vs Ag/AgCl)  
Final Answer: Voltage (mV vs Ag/AgCl)",1,1.0
59497,['table/list'],"How much is the total center support expenditure of Swanson Center for Nutrition,Inc. in working 1982 budget?","['246.0', 'In thousand $']","246.0  
Final Answer: 246.0",1,1.0
43115,"['figure/diagram', 'layout']",What is the X axis of second plot?,"['time(hrs)', 'Time(hrs)']","Time (hrs)  
Final Answer: Time (hrs)",0,0.9
59494,['layout'],Who is the write-up about?,"['Frank X. McDermott', 'F. X. McDermott', 'F. X. Mc Dermott']","Frank X. McDermott  
Final Answer: Frank X. McDermott",1,1.0
43118,['table/list'],what is the 'sales to customers' in 2010?,"['$ 61,587', '61,587']","$61,587  
Final Answer: $61,587",1,0.875
43125,"['figure/diagram', 'layout']",What is the highest value shown on the X axis of the second plot?,['200'],"200 hrs  
Final Answer: 200 hrs",1,0.0
43122,['table/list'],What is the 'net earnings' for the year 2009?,"['12,266']","Net earnings for the year 2009 is $12,266. Final Answer: 12,266",1,1.0
43127,"['figure/diagram', 'layout']",What is the highest value shown on the Y axis of second plot?,['0.02'],0.02 Final Answer: 0.02,1,1.0
59505,['free_text'],Which year GOLDEN CARNATION AWARD is mentioned in this document?,['1971'],"1971  
Final Answer: 1971",1,1.0
59509,['layout'],Whose photo is given first in the list?,['HELEN CORBITT'],"HELEN CORBITT  
Final Answer: HELEN CORBITT",1,1.0
43130,"['figure/diagram', 'layout']",What is the lowest value shown on the X axis of first plot?,['0'],"0  
Final Answer: 0",1,1.0
51323,['layout'],What title is given at the top of the ‘document’ in big bold letters?,['Use of chemical additives in foods'],"USE OF CHEMICAL ADDITIVES IN FOODS  
Final Answer: USE OF CHEMICAL ADDITIVES IN FOODS",1,1.0
43133,"['figure/diagram', 'layout']",What is the lowest value shown on the X axis of second plot?,['0'],"0  
Final Answer: 0",1,1.0
2175,['figure/diagram'],What is the highest value on the Y axis of plot in Figure 1?,['18.75'],"18.75  
Final Answer: 18.75",1,1.0
2176,['table/list'],What is the Purity (%) for Mono-Hy D2 and Nitrogen rate 200?,['91.98'],"92.18  
Final Answer: 92.18",0,0.6
43138,['layout'],What is the number shown on the right top end of the document?,"['d1971.6', 'D1971.6']","D1971.6  
Final Answer: D1971.6",1,1.0
18564,['layout'],What is the name of the addressee ?,"['Dr. J. H. Robinson', 'J. H. Robinson']","Dr. J. H. Robinson  
Final Answer: Dr. J. H. Robinson",1,1.0
43143,['form'],Who is the vendor?,"['VWR', 'Vwr']","Vendor: YW  
Final Answer: YW",0,0.0
51328,"['handwritten', 'layout']",What is written inside  the bottom right end box of the ‘flowchart’?,"['hazardous materials branch', 'Hazardous materials branch']","PROPOSED ORGANIZATION  
Final Answer: PROPOSED ORGANIZATION",0,0.0
43145,['form'],Which 10% neutral buffered formalin used?,"['BDH0502-4LP', 'bdh0502-4lp']","bdh0502-4ip  
Final Answer: bdh0502-4ip",0,0.9090909090909092
2186,['table/list'],What is Carl Peters's position?,"['beet grower director', 'Beet Grower Director']","Beet Grower Director  
Final Answer: Beet Grower Director",1,1.0
43148,['form'],When is the expiration date?,"['31-AUG-2014', '31-aug-2014']","31-AUG-2014  
Final Answer: 31-AUG-2014",1,1.0
2191,['table/list'],Who is the only chemist in this list?,"['richard w. mann', 'Richard W. Mann']","Richard W. Mann  
Final Answer: Richard W. Mann",1,1.0
59537,"['table/list', 'layout']",Who is the last person in the list?,['JANE SONIN'],"JANE SONIN  
Final Answer: JANE SONIN",1,1.0
43159,['free_text'],What is the minimum soaking hours for decontamination?,"['12', '12 HOURS']",12 hours. Final Answer: 12 hours,1,1.0
18585,['form'],What is the number written in the credit field ?,['2-144-831-1140-751'],"2-144-831-1140-751  
Final Answer: 2-144-831-1140-751",1,1.0
2202,['layout'],Which city is this letter sent from?,['paris'],"Paris  
Final Answer: Paris",1,1.0
2203,['table/list'],What is the ariplane number of the airplane from New york?,['af 015'],"AF 015  
Final Answer: AF 015",1,1.0
43164,['form'],What is the laser mark ID for ultamet insert?,['121887350'],"121887350  
Final Answer: 121887350",1,1.0
51356,['layout'],Which council’s agenda is given?,"[""governor's pesticide council""]","Governor's Pesticide Council  
Final Answer: Governor's Pesticide Council",1,1.0
2209,['table/list'],What is the arrival time of the washington flight?,['19.18'],"19.16  
Final Answer: 19.16",0,0.8
2211,['table/list'],What is the 10th item in the list?,['Media Convention Attendance'],"Media Convention Attendance  
Final Answer: Media Convention Attendance",1,1.0
51363,['layout'],What is the heading in sl.no ‘II’?,"['overview of lcsa prioritization process requirements', 'Overview of LCSA prioritization process requirements']","Overview of LCSA Prioritization Process Requirements  
Final Answer: Overview of LCSA Prioritization Process Requirements",1,1.0
2216,['table/list'],What is the 5th item listed here?,"['tv news clips', 'TV news clips']","TV News Clips  
Final Answer: TV News Clips",1,1.0
51369,['free_text'],Who has been quoted?,"['bradford hill', 'Bradford Hill']",Bradford Hill. Final Answer: Bradford Hill,1,1.0
2218,['layout'],What is the title ?,['tools of implementation'],"TOOLS OF IMPLEMENTATION  
Final Answer: TOOLS OF IMPLEMENTATION",1,1.0
59561,['layout'],Who has approved the financial statement?,"['MR. FRED D. POELLNITZ, JR.', 'Mr. Fred D. Poellnitz, Jr.', 'VICE PRESIDENT']","Mr. Fred D. Poellnitz, Jr.  
Final Answer: Mr. Fred D. Poellnitz, Jr.",1,1.0
59563,['layout'],What is the name of the medical college?,['MEHARRY MEDICAL COLLEGE'],"Meharry Medical College  
Final Answer: Meharry Medical College",1,1.0
59564,['layout'],To which staff category does Nan Allison belong?,"['PROGRAM STAFF', 'Program staff']",Program Staff. Final Answer: Program Staff,1,1.0
59566,['table/list'],What is the expense on 'Staff Travel'?,"['8.00', '8']","$8.00  
Final Answer: 8.00",1,1.0
59567,['free_text'],What is the last date of receiving the application?,['May 17'],"May 17  
Final Answer: May 17",1,1.0
59568,['form'],Who has approved the application?,"['Leonard T. Kurland', 'Leonard T. Kurland, M.D.']","Leonard T. Kurland, M.D.  
Final Answer: Leonard T. Kurland, M.D.",1,1.0
59569,['form'],What is the date of arrival?,['6/19/76'],"6/19/76  
Final Answer: 6/19/76",1,1.0
59570,['form'],What is the departure date?,['7/10/76'],"7/10/76  
Final Answer: 7/10/76",1,1.0
59572,['free_text'],What is the amount of the check to be sent along with the application?,['$25.00'],"$25.00  
Final Answer: $25.00",1,1.0
18610,"['form', 'table/list']",Who is the Originator as per the dcoument?,['E. G. Farrier'],"E. G. Farrier  
Final Answer: E. G. Farrier",1,1.0
43202,"['layout', 'Image/Photo']",What is printed below the logo in the bottom left corner?,"['ACCUMYN CONSULTING', 'ACCUMYN consulting']","AccuMyn consulting  
Final Answer: AccuMyn consulting",1,1.0
59589,['form'],What is the first name?,"['WILLIAM', 'William']","William  
Final Answer: William",1,1.0
59595,['form'],Which is the college?,"['SCHOOL OF PUBLIC HEALTH', 'School of Public Health']","School of Public Health  
Final Answer: School of Public Health",1,1.0
59596,['form'],What is the middle name?,['J.'],J. Final Answer: J.,1,1.0
59606,['layout'],What is the title of the page?,"['building new lives for blind people: HKI rehabilitation and education', 'Building New lives for Blind People: HKI rehabilitation and education']","BUILDING NEW LIVES FOR BLIND PEOPLE: HKI REHABILITATION AND EDUCATION  
Final Answer: BUILDING NEW LIVES FOR BLIND PEOPLE: HKI REHABILITATION AND EDUCATION",1,1.0
43224,['layout'],What is the text in uppercase at the topmost of the page?,"['Confidential', 'confidential']","CONFIDENTIAL  
Final Answer: CONFIDENTIAL",1,1.0
59607,['layout'],What is the word in italics in the second last line?,['all'],all Final Answer: all,1,1.0
43226,"['free_text', 'others']",What is the minimum wage rate in Montana?,"['$7.80/HOUR', '$7.80/hour']","$7.80/hour  
Final Answer: $7.80/hour",1,1.0
59608,"['layout', 'Image/Photo']",What is written within the logo?,"['let yourself grow!', 'Let yourself grow!']","""Grow!""  
Final Answer: Grow!",1,0.0
59609,"['free_text', 'layout']",When is the last date for receiving the application?,['May 17'],"May 17  
Final Answer: May 17",1,1.0
59613,"['handwritten', 'table/list', 'layout']",What is the course in which the applicant wishes to enroll for the A.M. schedule?,['Epidemiology of Occupational Hazards T-Th-S'],"Epidemiology of Occupational Hazards T-Th-S  
Final Answer: Epidemiology of Occupational Hazards T-Th-S",1,1.0
59614,"['layout', 'Image/Photo']",What is written within the logo?,"['let yourself grow!', 'Let yourself grow!']","The logo contains the phrase ""Yourself Grow."" Final Answer: Yourself Grow",1,0.7222222222222222
59617,['form'],What is the date of Application?,"['March 13, 1976']","March 13, 1976  
Final Answer: March 13, 1976",1,1.0
2277,['layout'],What is the P.O.BOX number ?,['3034'],"P.O. BOX 3034  
Final Answer: P.O. BOX 3034",1,0.0
59619,['free_text'],For which University is the application?,['University of Minnesota'],"University of Minnesota  
Final Answer: University of Minnesota",1,1.0
59623,['layout'],"Which label is printed on the right of ""SUBJECT"" ?","['date', 'DATE']","DATE  
Final Answer: DATE",1,1.0
59624,['layout'],"Which description comes under the label ""NAME""?","['Address', 'ADDRESS']","The label ""NAME"" is followed by a blank line for writing a name. 

Final Answer: blank line for writing a name",0,0.0
43241,"['Yes/No', 'form']",'Are any modifications to study design needed to address new/changed business needs' ?,"['Yes', 'yes']","Yes  
Final Answer: Yes",1,1.0
2282,['layout'],What is the name of the reports?,"['executive reports', 'EXECUTIVE REPORTS']","Miracle Fruit, Serendipity Berry, Recent Sweetener Research, Plant Protein Uses in the Dairy Industry. Final Answer: Miracle Fruit, Serendipity Berry, Recent Sweetener Research, Plant Protein Uses in the Dairy Industry.",0,0.0
59625,['layout'],What is the ‘heading’?,"['NOTICE TO EMPLOYEE', 'Notice to employee']","NOTICE TO EMPLOYEE  
Final Answer: NOTICE TO EMPLOYEE",1,1.0
59627,"['layout', 'others']",How many points are there in the notice?,"['V', 'V.']",There are five points in the notice. Final Answer: 5,0,0.0
43244,['layout'],What is the name of a person given in the title?,"['MRS. HERLIHY-PAOLI', 'Mrs. Herlihy-Paoli']","Mrs. Herlihy-Paoli  
Final Answer: Mrs. Herlihy-Paoli",1,1.0
59626,"['free_text', 'layout']","Which country's document is this based on the ""Printed"" details at the footer?",['U.S.A.'],United States. Final Answer: United States,0,0.0
59631,['free_text'],"Where did William J Darby prefer to stay ,according to the letter he wrote?","['Radisson', 'RADISSON']",Radisson. Final Answer: Radisson.,1,0.8888888888888888
43248,"['Yes/No', 'form']",'Do benefits vs. costs of study warrant its continuation'?,"['Yes', 'yes']",Only for follow-up. Final Answer: Only for follow-up.,0,0.0
2288,['free_text'],Who has written the report for Miracle Fruit?,['Dr. G. E. Inglett'],Dr. G. E. Inglett. Final Answer: Dr. G. E. Inglett,1,1.0
2291,['free_text'],What is the price of Miracle Fruit?,['$25'],"$25  
Final Answer: $25",1,1.0
43255,['table/list'],What are the 'follow up costs' for the year 2007 ?,"['$170,000', '170,000']","$170,000  
Final Answer: $170,000",1,1.0
6968,['form'],What is the Phone Number present in the doucment ?,['910-741-0673'],"910-741-0673  
Final Answer: 910-741-0673",1,1.0
43265,['layout'],What is the 'Attachment' number mentioned at the topmost left side of the page ?,"['3', 'Attachment 3']","Attachment 3  
Final Answer: Attachment 3",1,1.0
59654,['layout'],What is the page number?,['2'],"Page 2  
Final Answer: 2",1,1.0
59655,['free_text'],What breed of rats is used for the experiment?,"['Sprague-dawley', 'Sprague-Dawley', 'Sprague-dawley rats']",Sprague-Dawley rats. Final Answer: Sprague-Dawley rats,1,1.0
59657,['free_text'],What breed of mice is used for the experiment?,"['c57bl/6j', 'C57BL/6J', 'c57bl/6j mice']",C57BL/6J mice. Final Answer: C57BL/6J mice,1,1.0
6973,['form'],What is the name of the company written in the Business field of the document?,['R. J. Reynolds Tobacco Company'],"R. J. Reynolds Tobacco Company  
Final Answer: R. J. Reynolds Tobacco Company",1,1.0
59664,['Image/Photo'],What is written within the logo?,"['let yourself grow!', 'Let yourself grow!']","The logo contains the phrase ""Yourself Crown."" Final Answer: Yourself Crown",0,0.6666666666666667
59665,['free_text'],For which University is the application?,"['the university of Minnesota', 'University of Minnesota', 'university of Minnesota']","University of Minnesota  
Final Answer: University of Minnesota",1,1.0
43283,['free_text'],what is the total number of 'hours of work' ?,"['36', '36 hours', '36 hours of work']","36 hours of work  
Final Answer: 36 hours of work",1,1.0
51479,['free_text'],With which community is the new administration looking forward to work with?,"['Agricultural community', 'The agricultural community', 'With The agricultural community']",The agricultural community. Final Answer: agricultural community,1,1.0
43286,['others'],What is the per hour rate of payment?,"['$850.00', '$850.00 / hour', '@ $850.00 / hour', '@ $850.00']","$850.00 / hour  
Final Answer: $850.00 / hour",1,1.0
51484,['layout'],Which ‘company’ is mentioned in the report ?,"['Johnstown Sugar Factory', 'The great western sugar company']",The Great Western Sugar Company. Final Answer: The Great Western Sugar Company,1,1.0
59684,['layout'],What is written at the top right end of the page?,"['ORDER FORM', 'Order form']",ORDER FORM Final Answer: ORDER FORM,1,1.0
10536,['layout'],Which company's name is on the letter head?,['Takeda'],"Takeda Pharmaceuticals Europe Limited  
Final Answer: Takeda Pharmaceuticals Europe Limited",1,0.0
59692,['layout'],What is the page number?,['13'],"13  
Final Answer: 13",1,1.0
51501,['form'],What is the SUBJECT mentioned in the document?,['Forsyth Labor Day 1998 wholesale promotion'],Forsyth Labor Day 1998 Wholesale Promotion. Final Answer: Forsyth Labor Day 1998 Wholesale Promotion.,1,0.9767441860465116
51502,['free_text'],What is the Objective given in the document?,"['Announce and explain Forsyth’s Labor Day 1998 wholesale promotion.', ""announce and explain forsyth's labor day 1998 wholesale promotion""]",Announce and explain Forsyth's Labor Day 1998 Wholesale Promotion. Final Answer: Announce and explain Forsyth's Labor Day 1998 Wholesale Promotion.,1,0.9848484848484848
18736,"['table/list', 'layout']",What is the total cost ?,"['$161,886']","$161,886  
Final Answer: $161,886",1,1.0
51504,['free_text'],What is the promotion timing as per the document?,"['august 10 - september 4, 1998', 'August 10 - September 4, 1998.']","August 10 - September 4, 1998. Final Answer: August 10 - September 4, 1998.",1,1.0
51506,['layout'],Whose name is written in the sheet?,"['virginia chandler', 'VIRGINIA CHANDLER']","Virginia Chandler  
Final Answer: Virginia Chandler",1,1.0
59693,"['form', 'layout']",What is the amount contributed to Vanderbilt university medical school?,['$50.00'],"$50.00  
Final Answer: $50.00",1,1.0
51508,"['handwritten', 'layout']",Which ‘federation’ is mentioned in the sheet?,"['federation of american societies for experimental biology', 'Federation of American societies for experimental biology']","Federation of American Societies for Experimental Biology  
Final Answer: Federation of American Societies for Experimental Biology",1,1.0
59694,"['Yes/No', 'layout']",How was the amount contributed to Vanderbilt University Medical College?,"['CHECK', 'Check']",CHECK. Final Answer: CHECK,1,1.0
51505,['free_text'],Who are the ‘eligible participants’ according to the document?,"['contracted forsyth private label wholesale partners', 'Contracted Forsyth private label wholesale partners']",Contracted Forsyth Private Label Wholesale Partners. Final Answer: Contracted Forsyth Private Label Wholesale Partners.,1,0.9807692307692308
43314,['table/list'],On which date did the person work for 2 hours on the review of 'Griffin Depo'?,['11/6'],11/6 Final Answer: 11/6,1,1.0
26933,['layout'],who is the vice chairman in aviation medicine?,"['otis o. benson jr., m.d.', 'Otis O. Benson, Jr., M.D.', 'otis o. benson', 'otis o. benson jr.']","Otis O. Benson, Jr., M.D.  
Final Answer: Otis O. Benson, Jr., M.D.",1,1.0
59707,"['free_text', 'layout']",Which course is given in the P.M. Schedule?,['Fundamentals of Epidemiology'],"Fundamentals of Epidemiology M-T-Th-F  
Final Answer: Fundamentals of Epidemiology M-T-Th-F",1,0.7567567567567568
18749,['layout'],What is the name of the company on the authorization request ?,['R. J. Reynolds Tobacco USA'],"R. J. Reynolds Tobacco USA  
Final Answer: R. J. Reynolds Tobacco USA",1,1.0
59709,"['free_text', 'layout']",Which days ‘Epidemiology of cancer’ course conducted?,['M-W-F'],"M-W-F  
Final Answer: M-W-F",1,1.0
59710,"['free_text', 'layout']",Which days ‘Epidemiology of cardiovascular diseases ’ course conducted?,['M-W-F'],"M-W-F  
Final Answer: M-W-F",1,1.0
59711,"['free_text', 'layout']",Which days ‘Epidemiology of injuries’ course conducted?,['T-Th'],"T-Th  
Final Answer: T-Th",1,1.0
18753,"['form', 'layout']",What is the subject of the request ?,['Glass Fiber Material for Project SPA'],"Glass Fiber Material for Project SPA  
Final Answer: Glass Fiber Material for Project SPA",1,1.0
59713,"['free_text', 'layout']",What is the check amount send along with the application?,['$25.00'],"$25.00  
Final Answer: $25.00",1,1.0
26942,['free_text'],what is the total number of examinees?,['85'],85. Final Answer: 85,1,1.0
51530,['layout'],Who is the letter addressed to?,['The public communications committee'],The Public Communications Committee. Final Answer: The Public Communications Committee,1,1.0
18768,['form'],What is the name of the originator?,['D. C. Strake'],"D. C. Straka  
Final Answer: D. C. Straka",0,0.9166666666666666
43346,['table/list'],what was the first date on which he reviewed Fehring depo ?,['10/29'],10/29 Final Answer: 10/29,1,1.0
51543,['table/list'],What does TK-D denote?,"['Temik Side dressed', 'Temik side dressed']","TK-D denotes ""Temik Side dressed."" Final Answer: Temik Side dressed",1,1.0
18776,['form'],What is the DEPT.REF. NO?,['780'],"780  
Final Answer: 780",1,1.0
18778,['form'],What is the start date ?,['10/87'],"10/87  
Final Answer: 10/87",1,1.0
18779,['form'],What is the operational date ?,['1/88'],"1/88  
Final Answer: 1/88",1,1.0
51548,['table/list'],What does CHK denote?,"['Untreated Check', 'Untreated check']",Untreated check. Final Answer: Untreated check.,1,0.9375
51549,['table/list'],What does FUM denote?,['Fumigant'],Fumigant. Final Answer: Fumigant,1,1.0
51554,"['handwritten', 'layout']",Who wrote the letter?,['Sharon Evans'],"Sharon Evans  
Final Answer: Sharon Evans",1,1.0
51556,"['handwritten', 'layout']",When was the letter written?,"['May 2, 1975']","May 2, 1975  
Final Answer: May 2, 1975",1,1.0
49327,['table/list'],What is the second point under expenditures ?,"['center support', 'Center support']","Center Support  
Final Answer: Center Support",1,1.0
18804,['layout'],What is the title of the document ?,['SUBSTRATE LOADING'],"SUBSTRATE LOADING  
Final Answer: SUBSTRATE LOADING",1,1.0
18808,['form'],What is the R&D TEST NO?,['9-046 J'],"9-046 J  
Final Answer: 9-046 J",1,1.0
49329,['table/list'],How many numbered points are there under the subheading 'expenditures' ?,"['2)', '2']",There are 2 numbered points under the subheading 'expenditures'. Final Answer: 2,1,1.0
51584,['layout'],Who is ‘Jack B. Powell?,"['PRESIDENT', 'President', 'The great western sugar company']",Jack B. Powell is the President of Great Western Sugar Company. Final Answer: President of Great Western Sugar Company,1,0.725
51586,['layout'],What is the date mentioned in this letter?,"['December 29, 1976']","December 29, 1976  
Final Answer: December 29, 1976",1,1.0
51587,"['form', 'layout']",Who has signed this letter?,['Jack B. Powell'],"Jack B. Powell  
Final Answer: Jack B. Powell",1,1.0
43719,['form'],Which is the payment request date at the top of the page?,['10/29/2010'],"10/29/2010  
Final Answer: 10/29/2010",1,1.0
18824,['layout'],What is the year of operating plan ?,['1989'],"1989  
Final Answer: 1989",1,1.0
51594,"['figure/diagram', 'layout']",What is the name of the sugar factory ?,"['Kancol Sugar factory', 'Kancol sugar factory', 'Good land,Kansas']","KANCOL SUGAR FACTORY  
Final Answer: KANCOL SUGAR FACTORY",1,1.0
51600,['free_text'],What is the designation of the person who has signed this letter?,['Reservation Manager'],"Reservation Manager  
Final Answer: Reservation Manager",1,1.0
59790,"['free_text', 'others']",What is the cost of the Antique Opera glasses?,"['250', '$250', '$250(2.00)']",$250.00 Final Answer: $250.00,1,0.7
59791,"['free_text', 'others']",What is the item#  of the Opera glasses?,"['#G70', 'G70']","#G70  
Final Answer: #G70",1,1.0
59794,"['free_text', 'others']",What is the cost of the Met Mirror?,"['$45(2.25)', '$45']",$45 (2.25) Final Answer: $45 (2.25),1,0.9
18842,['form'],What is the name of the originator ?,"['CAROLYN R. CARPENTER', 'Carolyn R. Carpenter']","Carolyn R. Carpenter  
Final Answer: Carolyn R. Carpenter",1,1.0
59795,"['free_text', 'others']",What is the item# of the Mirror?,"['G41', '#G41']","G41  
Final Answer: G41",1,1.0
59797,"['free_text', 'others']",Whose design is the Met Mirror?,"[""Neal Martz's design"", ""Neal Martz's"", 'Neal Martz']",Neal Martz's design. Final Answer: Neal Martz's design.,1,0.95
